Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
8/21/22,59,47,20,76,88,59,70,79,19440,22320,2880,1620,12780,5040,35,87,240,11400,2022-08-21T00:30:00-04:00,2022-08-21T06:42:00-04:00,53.86,47,67,-0.06,0.05,12.5,51,100,100,1,1,4,3,2061,72,22,2700,19740,180,0,0,63780,1.125,0,66,48,63,None,82,100,100,89,1
8/22/22,66,69,78,73,74,57,89,23,25020,30780,5760,5940,14310,4770,40,81,690,14880,2022-08-22T01:30:31-04:00,2022-08-22T10:03:31-04:00,53.66,50,57,-0.11,0.01,12.75,51,100,100,1,1,5,12,2045,202,180,2940,30420,300,60,0,52680,1.09375,0,76,60,62,None,82,100,85,87,100
8/23/22,63,64,56,93,51,57,94,23,23880,33420,9540,4260,13500,6120,37,71,780,15030,2022-08-23T01:27:31-04:00,2022-08-23T10:44:31-04:00,50.72,47,72,-0.16,-0.05,12.75,50,100,100,1,1,3,6,2038,139,27,3540,34620,540,0,0,47700,1.09375,0,78,55,60,None,83,99,100,89,100
8/24/22,67,73,64,73,79,53,89,30,26040,31560,5520,4860,16410,4770,42,83,690,14970,2022-08-24T01:09:28-04:00,2022-08-24T09:55:28-04:00,52.98,48,61,-0.11,-0.07,12.625,51,100,100,1,1,4,16,2063,323,241,3960,25980,540,120,0,55800,1.125,0,80,62,63,None,83,100,100,89,100
8/25/22,57,66,44,60,55,47,99,12,24390,33420,9030,3330,17100,3960,50,73,900,15120,2022-08-25T02:30:02-04:00,2022-08-25T11:47:02-04:00,53.1,48,62,0,-0.02,12.625,51,100,100,1,1,3,18,2050,345,345,4620,34020,780,0,0,46980,1.09375,0,77,44,63,None,83,100,100,88,100
8/26/22,51,57,52,50,55,59,48,15,21810,29700,7890,3990,14460,3360,34,73,2040,14340,2022-08-26T02:27:41-04:00,2022-08-26T10:42:41-04:00,54.82,48,62,0.06,0.05,12.75,50,100,100,1,1,3,16,2062,304,269,2760,27600,780,0,0,55260,1.125,0,70,33,60,None,83,100,100,88,69
8/27/22,42,38,19,61,53,49,67,14,17040,23520,6480,1470,11520,4050,37,72,210,11670,2022-08-27T03:17:50-04:00,2022-08-27T09:49:50-04:00,59.5,51,52,-0.13,0.04,13.25,68,100,100,25,40,53,332,2395,127,5400,6120,28140,180,2760,0,49200,1.3125,0,53,17,50,None,84,100,75,86,1
8/28/22,71,85,96,69,79,57,70,14,29370,35580,6210,7440,17370,4560,39,83,270,17670,2022-08-28T01:38:22-04:00,2022-08-28T11:31:22-04:00,53.58,49,70,-0.12,0,13,68,100,100,25,40,49,12,2032,211,193,3660,34620,660,0,0,47460,1.09375,0,78,69,57,None,85,100,93,87,100
8/29/22,56,62,63,71,62,55,40,22,23190,30420,7230,4770,13770,4650,44,76,2220,15300,2022-08-29T01:29:30-04:00,2022-08-29T09:56:30-04:00,51.27,48,70,-0.13,-0.02,12.625,67,100,100,25,40,44,6,2038,98,80,3720,31620,360,0,0,50700,1.09375,0,75,42,56,None,85,100,100,89,100
8/30/22,61,65,53,76,62,50,91,22,24150,31860,7710,4050,15090,5010,42,76,1080,14640,2022-08-30T01:40:36-04:00,2022-08-30T10:31:36-04:00,51.83,48,63,-0.23,-0.07,12.875,66,100,100,25,40,39,13,2046,230,198,3480,31980,780,60,0,50100,1.09375,0,76,51,57,None,85,97,100,88,100
8/31/22,57,56,41,74,67,61,83,22,21780,27840,6060,3180,13710,4890,38,78,540,13800,2022-08-31T01:50:35-04:00,2022-08-31T09:34:35-04:00,53.42,47,59,-0.07,-0.05,12.875,65,100,100,25,40,30,13,2053,258,236,5160,29280,780,0,0,51180,1.125,0,68,44,55,None,85,100,100,88,37
9/1/22,64,71,56,72,67,62,78,20,25470,32460,6990,4230,16530,4710,38,78,1350,16080,2022-09-01T01:28:20-04:00,2022-09-01T10:29:20-04:00,52.72,48,57,-0.01,0,12.5,63,100,100,25,40,19,7,2045,117,89,3060,31080,780,0,0,51480,1.09375,0,77,56,58,None,85,100,100,86,100
9/2/22,68,73,79,96,74,57,75,18,26070,32340,6270,6000,13350,6720,39,81,390,15450,2022-09-02T01:46:07-04:00,2022-09-02T10:45:07-04:00,53.7,50,61,0.03,0.07,12.75,62,100,100,25,40,9,0,2025,21,0,2700,32640,0,0,0,51060,1.09375,0,76,64,61,None,85,100,83,86,100
9/3/22,65,73,67,86,72,57,64,17,26280,32820,6540,5070,15600,5610,39,80,150,15720,2022-09-03T01:52:24-04:00,2022-09-03T10:59:24-04:00,51.95,48,61,-0.23,0,12.875,50,100,100,1,1,1,9,2033,166,128,2940,35820,660,0,0,46980,1.09375,0,79,58,64,None,84,97,100,86,100
9/4/22,68,77,89,88,55,55,72,21,27240,37140,9900,6780,14730,5730,41,73,1500,18000,2022-09-04T00:45:44-04:00,2022-09-04T11:04:44-04:00,52.21,46,62,-0.02,-0.01,13,50,100,100,1,1,1,6,2040,170,52,2700,33420,540,0,0,49740,1.09375,0,82,64,68,100,79,100,99,86,100
9/5/22,59,64,34,96,55,61,67,20,23700,32580,8880,2640,14040,7020,32,73,180,13620,2022-09-05T02:05:37-04:00,2022-09-05T11:08:37-04:00,51.12,46,59,-0.13,-0.03,12.875,50,100,100,1,1,1,11,2040,195,164,6840,28020,660,0,0,50880,1.125,0,78,48,67,None,84,100,100,85,100
9/6/22,66,73,83,48,93,58,89,7,26280,29580,3300,6270,16770,3240,41,89,1140,14790,2022-09-06T03:07:53-04:00,2022-09-06T11:20:53-04:00,55.16,51,54,-0.14,-0.03,12.25,50,100,100,1,1,2,19,2023,405,331,4200,35880,780,120,0,45420,1.09375,0,75,60,69,None,84,100,72,81,100
9/7/22,55,60,23,78,51,52,72,39,22860,32340,9480,1860,15870,5130,44,71,1470,14220,2022-09-07T01:04:18-04:00,2022-09-07T10:03:18-04:00,50.84,45,68,0.04,0,12.5,50,100,100,1,1,2,4,2022,89,72,2040,29220,240,0,0,54900,1.09375,0,73,40,67,None,84,100,96,85,74
9/8/22,57,61,46,82,67,51,64,24,23040,29700,6660,3510,14130,5400,47,78,150,13950,2022-09-08T01:39:03-04:00,2022-09-08T09:54:03-04:00,50.27,46,75,0.08,0.09,12.75,50,100,100,1,1,2,4,2021,47,63,2340,29220,180,0,0,54660,1.09375,0,76,44,64,None,84,98,100,88,91
9/9/22,65,68,71,96,72,59,64,18,24780,31080,6300,5370,12390,7020,38,80,150,14130,2022-09-09T02:13:34-04:00,2022-09-09T10:51:34-04:00,51.52,47,61,-0.02,0.1,12.875,50,100,100,1,1,1,7,2024,178,48,3540,31440,480,0,0,50940,1.09375,0,79,58,64,None,84,100,100,87,100
9/10/22,67,64,80,80,76,69,89,21,23790,29100,5310,6030,12480,5280,26,82,1140,14340,2022-09-10T01:50:20-04:00,2022-09-10T09:55:20-04:00,51.59,45,62,-0.02,0.07,12.375,50,100,100,1,1,1,8,2032,207,137,5040,28140,540,0,0,52680,1.125,0,73,62,63,None,84,100,98,87,49
9/11/22,69,79,72,97,76,60,70,13,27690,33720,6030,5460,15180,7050,37,82,270,16440,2022-09-11T02:00:29-04:00,2022-09-11T11:22:29-04:00,54.79,48,56,-0.19,-0.01,12.625,50,100,100,1,1,1,10,2029,248,67,5400,34500,780,0,0,45720,1.09375,0,75,65,67,None,84,98,94,86,57
9/12/22,58,59,43,89,67,60,67,19,22500,28980,6480,3270,13440,5790,37,78,180,13890,2022-09-12T02:08:19-04:00,2022-09-12T10:11:19-04:00,53.78,48,60,0.03,0,12.25,50,100,100,1,1,1,3,2024,75,18,3600,28920,60,0,0,53820,1.125,0,74,46,65,100,79,100,94,86,60
9/13/22,69,84,79,67,90,51,70,12,29040,32880,3840,5970,18690,4380,44,88,270,16080,2022-09-13T02:14:56-04:00,2022-09-13T11:22:56-04:00,53.81,49,61,0.01,0.04,12.75,50,100,100,1,1,1,1,2000,14,0,1020,35400,60,0,0,49920,1.09375,0,76,65,71,None,84,100,85,85,70
9/14/22,70,75,61,95,88,60,81,21,26610,30660,4050,4680,15510,6420,38,87,480,15120,2022-09-14T01:39:04-04:00,2022-09-14T10:10:04-04:00,51.42,47,67,-0.09,0.03,12.625,50,100,100,1,1,1,2,2011,59,7,1440,30900,120,0,0,53940,1.09375,0,83,67,73,None,84,100,100,86,100
9/15/22,59,70,54,66,51,52,78,18,25170,35280,10110,4140,16710,4320,42,71,450,16800,2022-09-15T01:28:08-04:00,2022-09-15T11:16:08-04:00,52.37,47,66,-0.12,-0.01,12.75,50,100,100,1,1,1,3,2007,61,26,2640,35940,240,0,0,47580,1.09375,0,77,48,73,None,84,100,100,87,70
9/16/22,70,82,91,84,67,59,67,19,28290,36420,8130,6870,15960,5460,36,78,180,16410,2022-09-16T01:29:02-04:00,2022-09-16T11:36:02-04:00,55.03,50,59,0.21,0.08,12.5,50,100,100,1,1,1,3,2015,65,57,840,31980,120,0,0,53460,1.09375,0,80,67,77,None,84,86,76,86,97
9/17/22,58,63,58,67,65,58,67,13,23310,30300,6990,4440,14520,4350,37,77,180,14250,2022-09-17T02:41:48-04:00,2022-09-17T11:06:48-04:00,56.07,51,52,-0.27,0.02,12.375,50,100,100,1,1,3,38,2066,720,520,5100,32400,2160,120,0,46620,1.125,0,74,46,74,None,84,96,68,83,100
9/18/22,64,78,64,52,79,61,70,10,27330,33120,5790,4830,19050,3450,37,83,240,16590,2022-09-18T02:16:00-04:00,2022-09-18T11:28:00-04:00,54.36,48,56,-0.06,-0.02,12.375,50,100,100,1,1,3,9,2014,142,155,3840,34380,540,0,0,47640,1.09375,0,75,56,76,None,84,100,95,81,50
9/19/22,58,62,52,81,62,53,70,22,23220,30600,7380,3930,14040,5250,44,76,270,15120,2022-09-19T01:32:38-04:00,2022-09-19T10:02:38-04:00,54.87,50,58,0.18,0.05,12.75,50,100,100,1,1,2,14,2055,303,205,6660,24900,840,0,0,54000,1.125,0,75,46,73,None,84,90,78,80,100
9/20/22,57,63,33,90,60,55,75,6,23430,31440,8010,2580,15000,5850,43,75,390,15330,2022-09-20T03:01:44-04:00,2022-09-20T11:45:44-04:00,55.05,50,59,0.06,0.14,12.75,50,100,100,1,1,2,3,2005,94,23,3540,36360,240,0,0,46260,1.09375,0,73,44,70,None,84,100,78,79,100
9/21/22,61,58,44,97,55,69,72,33,22200,30420,8220,3330,11490,7380,26,73,300,13800,2022-09-21T01:22:40-04:00,2022-09-21T09:49:40-04:00,53.52,48,71,0.01,0.12,12.5,50,100,100,1,1,3,36,2083,727,585,8280,28620,2040,60,0,47400,1.15625,0,72,51,66,None,84,100,95,84,55
9/22/22,63,78,64,70,69,52,70,9,27300,34500,7200,4830,17880,4590,41,79,270,17370,2022-09-22T02:11:15-04:00,2022-09-22T11:46:15-04:00,54.22,50,65,-0.06,0.05,12.375,50,100,100,1,1,2,9,2025,155,166,4260,30660,420,0,0,51060,1.09375,0,78,55,69,100,80,100,78,85,100
9/23/22,50,56,38,55,58,43,75,13,21540,29280,7740,2940,14970,3630,50,74,360,14190,2022-09-23T02:42:21-04:00,2022-09-23T10:50:21-04:00,52.19,49,63,-0.12,0,12.5,50,100,100,1,1,2,83,2183,1608,1162,9720,24540,5820,60,0,46260,1.21875,0,71,31,64,None,83,100,86,86,94
9/24/22,55,56,64,68,81,35,94,1,21540,25560,4020,4860,12270,4410,49,84,780,12270,2022-09-24T04:52:13-04:00,2022-09-24T11:58:13-04:00,56.39,52,55,-0.05,-0.01,12.75,50,100,100,1,1,2,14,2041,338,148,8160,30060,1260,0,0,46920,1.125,0,66,40,59,None,84,100,60,84,85
9/25/22,53,62,40,55,58,54,67,11,23220,31200,7980,3120,16470,3630,45,74,210,14310,2022-09-25T02:50:46-04:00,2022-09-25T11:30:46-04:00,53.98,47,63,-0.11,-0.02,12.5,50,100,100,1,1,3,15,2023,312,211,2100,33960,600,60,0,49680,1.09375,0,69,37,57,None,83,100,100,85,59
9/26/22,62,65,54,67,81,61,83,19,24030,28620,4590,4110,15540,4380,35,84,540,13650,2022-09-26T02:15:18-04:00,2022-09-26T10:12:18-04:00,55,50,58,-0.12,-0.04,12.5,50,100,100,1,1,2,9,2029,180,142,4560,28860,540,0,0,52440,1.125,0,71,53,57,None,83,100,78,84,95
9/27/22,57,71,43,67,60,46,70,13,25470,33900,8430,3270,17820,4380,48,75,270,15270,2022-09-27T02:19:48-04:00,2022-09-27T11:44:48-04:00,52.19,46,69,-0.17,-0.08,12.125,50,100,100,1,1,2,10,2040,205,131,6000,28380,720,0,0,51300,1.125,0,75,44,60,None,83,99,100,86,100
9/29/22,62,69,39,69,65,48,72,58,24990,32640,7650,2970,17520,4500,47,77,300,15750,2022-09-29T00:00:22-04:00,2022-09-29T09:04:22-04:00,53.52,48,64,0.07,0.07,11.875,60,100,100,1,40,42,3,2020,72,34,3240,29100,240,0,0,53820,1.09375,0,68,53,42,None,84,99,94,87,70
9/30/22,60,76,54,69,51,51,56,29,26850,37560,10710,4140,18240,4470,43,71,1830,17280,2022-09-30T00:32:29-04:00,2022-09-30T10:58:29-04:00,53.49,47,67,-0.06,0.07,12.5,60,100,100,1,40,38,9,2023,194,105,4020,33960,660,0,0,47760,1.09375,0,73,49,48,None,84,100,100,88,94
10/1/22,51,59,23,69,44,52,64,29,22320,33060,10740,1830,15960,4530,43,68,150,13020,2022-10-01T01:43:31-04:00,2022-10-01T10:54:31-04:00,51.09,47,67,0.19,0.12,12.875,71,100,100,1,71,92,495,2598,4504,8968,8040,28380,3000,6240,0,40740,1.40625,0,70,33,47,None,84,89,100,88,100
10/2/22,65,64,83,93,76,66,67,10,23820,28920,5100,6270,11520,6030,35,82,210,13950,2022-10-02T03:00:43-04:00,2022-10-02T11:02:43-04:00,52.46,47,70,-0.08,0.08,12.625,69,100,100,1,71,81,5,2008,107,84,5880,34920,360,0,0,45240,1.09375,0,73,58,48,None,89,100,100,89,80
10/3/22,55,61,44,63,53,50,72,34,22800,31860,9060,3360,15330,4110,49,72,300,14190,2022-10-03T01:13:11-04:00,2022-10-03T10:04:11-04:00,51.3,46,62,-0.22,-0.03,12.5,70,100,95,1,71,90,183,2225,105,3159,5280,29040,240,1920,0,49920,1.21875,1,71,40,50,None,89,97,100,89,80
10/4/22,58,64,52,66,60,53,75,20,23730,31560,7830,3930,15480,4320,43,75,360,14400,2022-10-04T01:51:49-04:00,2022-10-04T10:37:49-04:00,50.67,46,59,0.06,-0.02,12.125,68,100,100,1,71,74,5,2011,75,66,2100,33960,420,0,0,49920,1.09375,0,77,46,52,100,91,99,100,88,93
10/5/22,63,62,58,92,65,40,86,46,23130,29940,6810,4410,12750,5970,43,77,600,13350,2022-10-05T01:03:42-04:00,2022-10-05T09:22:42-04:00,50.56,46,59,-0.28,-0.08,12.25,63,100,100,1,40,57,11,2038,249,167,2940,27900,480,60,0,55020,1.125,0,71,55,53,None,91,96,100,87,54
10/6/22,52,52,35,63,51,55,67,34,20490,28980,8490,2760,13620,4110,42,71,180,12480,2022-10-06T01:43:14-04:00,2022-10-06T09:46:14-04:00,51.13,47,54,-0.16,-0.12,12.5,78,100,100,25,71,96,611,2656,82,9213,2280,27000,120,0,3180,53820,1.4375,0,70,35,50,None,88,99,100,84,89
10/7/22,56,61,54,76,51,55,70,17,22860,31980,9120,4110,13770,4980,43,71,270,15120,2022-10-07T02:01:16-04:00,2022-10-07T10:54:16-04:00,50.64,47,56,-0.28,-0.19,12.375,78,100,100,25,71,95,20,2031,391,289,5400,39180,960,120,0,40740,1.09375,0,71,42,49,60,96,95,100,81,100
10/8/22,54,34,14,54,88,64,67,100,15840,18300,2460,1140,11100,3600,33,87,180,8820,2022-10-08T00:17:27-04:00,2022-10-08T05:22:27-04:00,51.6,47,59,-0.22,-0.18,12,72,100,100,25,40,80,2,2049,43,8,2580,17280,120,0,0,66420,1.125,0,60,39,41,None,88,98,100,80,20
10/9/22,69,75,70,96,51,52,91,46,26430,37140,10710,5340,14460,6630,44,71,1080,16380,2022-10-09T00:12:42-04:00,2022-10-09T10:31:42-04:00,52.43,48,55,-0.38,-0.23,12.25,70,100,100,25,40,65,3,2025,80,12,2220,29880,240,0,0,54060,1.09375,0,72,65,46,None,87,92,91,77,100
10/10/22,58,53,57,88,60,60,72,23,20700,27720,7020,4350,10590,5760,43,75,300,12870,2022-10-10T02:03:25-04:00,2022-10-10T09:45:25-04:00,51.02,46,64,-0.13,-0.18,12.625,67,100,100,25,40,47,4,2022,110,33,2700,31200,300,0,0,52200,1.09375,0,70,46,44,None,87,100,100,80,94
10/11/22,58,65,47,54,69,50,67,46,24000,30240,6240,3600,16800,3600,46,79,210,13470,2022-10-11T01:01:39-04:00,2022-10-11T09:25:39-04:00,50.97,46,60,-0.16,-0.14,12.5,65,100,100,25,40,30,4,2028,79,34,2100,27780,300,0,0,56220,1.125,0,70,46,46,None,86,99,100,80,91
10/12/22,68,75,68,99,55,62,81,19,26700,36720,10020,5190,13320,8190,33,73,510,15660,2022-10-12T01:39:25-04:00,2022-10-12T11:51:25-04:00,50.89,45,67,0.14,0.01,12.625,63,100,100,25,40,15,7,2011,185,106,3240,35700,420,0,0,47040,1.09375,0,77,64,53,None,86,93,100,84,100
10/13/22,63,71,43,96,62,53,81,17,25410,33600,8190,3270,15480,6660,45,76,510,15390,2022-10-13T01:56:31-04:00,2022-10-13T11:16:31-04:00,54.12,50,63,0.15,0.13,12.75,51,100,100,1,1,7,41,2053,131,746,3360,34560,660,540,0,47280,1.125,0,71,55,57,None,85,92,70,85,100
10/14/22,74,84,72,100,76,57,97,16,28860,35160,6300,5460,13590,9810,38,82,960,17280,2022-10-14T01:29:53-04:00,2022-10-14T11:15:53-04:00,49.63,45,73,-0.14,0.08,11.875,50,100,95,1,1,7,12,2026,318,158,11040,33660,900,0,0,40800,1.09375,1,82,74,64,None,85,100,100,87,100
10/15/22,60,70,54,62,76,53,70,16,25350,30780,5430,4140,17160,4050,40,82,240,15690,2022-10-15T01:55:21-04:00,2022-10-15T10:28:21-04:00,51.07,47,64,-0.14,-0.02,11.875,51,100,100,1,1,6,16,2040,338,221,6660,29820,1080,0,0,48840,1.125,0,78,49,67,None,84,100,96,87,99
10/16/22,65,72,70,98,67,57,81,1,25710,33000,7290,5340,12750,7620,35,78,480,15660,2022-10-16T03:30:31-04:00,2022-10-16T12:40:31-04:00,51.56,47,63,-0.17,-0.1,11.875,51,100,100,1,1,7,21,2018,382,337,3900,41400,840,120,0,40140,1.09375,0,79,58,69,None,83,99,96,87,90
10/17/22,62,70,68,81,51,55,70,18,25260,35520,10260,5190,14790,5280,38,71,1560,17430,2022-10-17T01:18:21-04:00,2022-10-17T11:10:21-04:00,50.72,45,66,-0.02,-0.05,12.25,51,100,100,1,1,5,9,2036,210,106,11400,29520,720,0,0,44760,1.125,0,80,53,70,None,83,100,100,88,100
10/18/22,53,43,34,76,88,67,70,8,18180,20820,2640,2610,10620,4950,36,87,240,9990,2022-10-18T04:21:32-04:00,2022-10-18T10:08:32-04:00,51.06,47,59,0.08,0.03,11.5,54,100,100,1,1,30,217,2242,166,3867,4500,31080,1980,1200,0,47640,1.21875,0,69,37,62,100,79,98,95,87,31
10/19/22,59,52,28,100,69,72,81,23,20640,26100,5460,2190,8220,10230,29,79,510,12120,2022-10-19T02:16:56-04:00,2022-10-19T09:31:56-04:00,49.34,45,73,0.06,0.09,11.875,54,100,100,1,1,28,6,2023,93,71,2880,29040,540,0,0,53940,1.09375,0,71,48,56,None,83,100,100,89,63
10/20/22,66,74,52,98,55,60,91,21,26250,35820,9570,3960,14670,7620,33,73,1050,16200,2022-10-20T01:16:57-04:00,2022-10-20T11:13:57-04:00,50.15,46,59,0.06,0.1,12.25,54,100,100,1,1,26,14,2057,220,208,5940,26160,720,60,0,53520,1.125,0,80,60,59,100,79,100,100,88,100
10/21/22,50,49,33,79,58,56,70,1,19710,26700,6990,2550,12030,5130,43,74,270,12690,2022-10-21T05:32:49-04:00,2022-10-21T12:57:49-04:00,54.25,48,54,0.12,0.13,12.625,53,100,95,1,1,23,19,2051,385,188,8040,30840,900,60,0,46560,1.125,1,63,31,53,None,83,94,85,86,49
10/22/22,58,65,35,97,48,62,67,8,24030,34200,10170,2730,13920,7380,38,70,180,14100,2022-10-22T03:12:07-04:00,2022-10-22T12:42:07-04:00,50.99,46,57,0.07,0.14,12.375,52,100,100,1,1,16,2,1998,51,0,1620,39540,60,0,0,45180,1.09375,0,76,46,53,100,79,99,100,84,100
10/24/22,84,99,76,96,69,52,72,100,33390,42240,8850,5730,21180,6480,42,79,330,19680,2022-10-23T21:31:02-07:00,2022-10-24T09:15:02-07:00,53.1,48,51,-0.2,0.01,12,55,100,100,1,1,33,270,2340,5889,5333,6840,28620,6600,1440,0,42900,1.28125,0,76,92,49,None,84,98,86,74,100
10/25/22,42,34,16,37,48,50,81,41,15780,22440,6660,1230,12060,2490,44,70,1320,11370,2022-10-25T01:47:48-07:00,2022-10-25T08:01:48-07:00,55,48,53,0.01,0,12.5,56,100,100,1,1,37,117,2102,2529,2248,9480,51960,2880,900,0,21180,1.09375,0,52,17,40,None,86,100,86,71,20
10/26/22,60,66,48,61,53,70,70,27,24180,33420,9240,3720,16440,4020,36,72,240,15780,2022-10-26T01:02:02-04:00,2022-10-26T10:19:02-04:00,51.83,46,59,-0.01,0.01,11.75,55,100,100,1,1,33,3,2022,51,44,1080,29280,180,0,0,55860,1.09375,0,66,49,42,None,87,100,100,71,75
10/27/22,67,75,66,96,65,61,72,14,26640,34440,7800,5040,14850,6750,34,77,330,16500,2022-10-27T01:53:05-04:00,2022-10-27T11:27:05-04:00,51.58,46,55,0.01,0.05,12.75,54,100,100,1,1,29,3,2018,91,12,4200,32280,300,0,0,49620,1.09375,0,71,62,48,None,87,100,100,70,83
10/28/22,59,49,43,98,72,72,78,21,19830,24900,5070,3270,8520,8040,27,80,450,11640,2022-10-28T02:36:42-04:00,2022-10-28T09:31:42-04:00,48.94,45,59,-0.23,-0.03,12.125,53,100,100,1,1,22,2,2035,56,4,6180,22440,180,0,0,57600,1.125,0,69,48,45,100,82,97,100,71,63
10/29/22,51,45,39,79,55,61,70,14,18780,25680,6900,2970,10650,5160,35,73,240,11730,2022-10-29T03:15:06-04:00,2022-10-29T10:23:06-04:00,51.1,46,52,-0.14,-0.09,12.25,55,100,100,1,1,34,148,2181,3698,2737,5280,31800,1620,1800,0,45900,1.1875,0,60,33,40,None,86,100,100,69,48
10/30/22,72,90,80,99,60,59,67,12,30540,40560,10020,6030,16260,8250,37,75,180,17550,2022-10-30T01:51:02-04:00,2022-10-30T13:07:02-04:00,52.23,47,55,0.16,0,12.625,54,100,100,1,1,29,4,2000,158,40,4020,40380,300,0,0,41700,1.09375,0,73,71,52,None,87,91,94,69,89
10/31/22,51,56,35,60,48,50,70,22,21570,30720,9150,2730,14910,3930,44,70,270,14220,2022-10-31T01:44:59-04:00,2022-10-31T10:16:59-04:00,51.4,47,60,-0.05,0.06,12.5,54,100,100,1,1,23,3,2031,58,30,780,26940,180,0,0,58500,1.125,0,64,33,51,None,86,100,94,71,66
11/1/22,60,70,63,57,60,49,97,6,25230,33540,8310,4800,16650,3780,45,75,930,16860,2022-11-01T02:37:10-04:00,2022-11-01T11:56:10-04:00,53.59,47,51,-0.03,0.04,12.5,53,100,100,1,1,18,10,2018,269,85,7440,37020,960,0,0,40980,1.09375,0,68,49,55,None,86,100,94,68,72
11/2/22,55,67,38,46,69,49,67,22,24450,31080,6630,2910,18480,3060,43,79,210,15390,2022-11-02T01:23:54-04:00,2022-11-02T10:01:54-04:00,50.65,46,64,0.01,0.02,12,52,100,100,1,1,13,2,2018,50,4,4320,29880,120,0,0,52080,1.09375,0,67,40,57,None,85,100,100,74,58
11/3/22,51,46,25,77,72,51,70,27,18960,23640,4680,1980,11970,5010,43,80,270,11610,2022-11-03T02:11:03-04:00,2022-11-03T08:45:03-04:00,51,48,65,-0.15,-0.02,12.875,51,100,100,1,1,7,184,2222,259,3677,7380,30120,3420,0,0,45480,1.21875,0,63,33,52,None,85,100,85,78,58
11/4/22,69,80,87,69,81,52,72,28,27750,33120,5370,6600,16650,4500,46,84,330,15960,2022-11-04T00:56:31-04:00,2022-11-04T10:08:31-04:00,53.07,48,52,-0.16,-0.08,12.125,51,100,100,1,1,5,29,2046,739,498,9840,33840,1680,120,0,40920,1.125,0,76,65,58,100,90,100,85,75,89
11/5/22,61,69,38,95,51,49,89,25,24990,35220,10230,2940,15810,6240,47,71,660,15690,2022-11-05T01:07:15-04:00,2022-11-05T10:54:15-04:00,51.38,47,64,0.07,-0.03,12.125,50,100,100,1,1,2,8,2039,192,145,6120,26700,420,0,0,53160,1.125,0,75,51,60,None,85,99,94,80,100
11/6/22,51,49,49,58,44,52,91,17,19800,29100,9300,3780,12210,3810,45,68,1080,12600,2022-11-06T02:42:30-05:00,2022-11-06T10:47:30-05:00,57.92,53,47,0.18,0.1,12.625,50,100,100,1,1,2,2,2011,84,11,2100,36120,120,0,0,48060,1.09375,0,58,33,55,None,84,89,41,74,74
11/7/22,63,65,54,61,62,59,97,42,23880,31440,7560,4140,15750,3990,37,76,840,15210,2022-11-07T00:41:17-05:00,2022-11-07T09:25:17-05:00,52.89,46,58,0.04,0.14,12.625,50,100,100,1,1,1,8,2039,179,48,5580,29700,600,0,0,50520,1.125,0,70,55,55,None,84,100,100,75,64
11/8/22,69,72,75,97,67,66,81,23,25740,33120,7380,5700,12510,7530,35,78,510,15900,2022-11-08T01:10:26-05:00,2022-11-08T10:22:26-05:00,52.5,47,51,0.08,0.12,12.625,75,100,100,25,40,95,696,2749,84,11032,5220,33720,180,1920,3120,42240,1.5,0,74,65,59,None,84,98,95,72,83
11/9/22,66,70,58,97,72,55,70,33,25260,31740,6480,4410,13800,7050,42,80,240,15390,2022-11-09T00:56:13-05:00,2022-11-09T09:45:13-05:00,55.12,49,59,-0.12,0.03,12.375,74,100,100,25,40,93,6,2025,131,34,2400,31860,600,0,0,51540,1.09375,0,70,60,61,None,89,100,78,74,70
11/11/22,37,43,19,69,32,54,7,14,18150,28620,10470,1470,12120,4560,40,63,3900,15060,2022-11-11T02:19:51-05:00,2022-11-11T10:16:51-05:00,53.3,48,56,-0.02,0,12.125,71,100,100,25,40,70,18,2070,422,268,7500,24660,900,60,0,53280,1.15625,0,65,8,60,None,88,100,86,74,93
11/12/22,61,64,66,81,67,54,83,4,23670,30420,6750,5010,13380,5280,44,78,570,14610,2022-11-12T03:26:59-05:00,2022-11-12T11:53:59-05:00,51.51,47,55,-0.26,-0.1,12.625,68,100,100,25,40,53,9,2009,148,151,3900,37320,480,0,0,44700,1.09375,0,74,51,59,None,87,96,95,74,100
11/13/22,63,59,48,96,74,62,75,41,22320,27600,5280,3660,11970,6690,33,81,360,13170,2022-11-13T01:17:36-05:00,2022-11-13T08:57:36-05:00,53.03,48,58,0.12,-0.02,11.875,82,100,100,43,71,97,923,3027,37,17325,1920,29340,120,12900,0,42120,1.65625,0,68,55,57,None,86,95,86,76,61
