Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
3/7/22,54,56,40,52,51,48,70,55,21690,30360,8670,3090,15120,3480,45,71,270,15450,2022-03-07T00:10:00-05:00,2022-03-07T08:36:00-05:00,52.06,44,60,-0.05,0.2,12.875,78,100,100,25,71,96,646,2703,215,9545,1080,29040,300,60,2880,53040,1.46875,0,73,42,64,None,95,100,80,85,88
3/8/22,61,62,33,52,72,54,97,59,23340,29340,6000,2580,17280,3480,43,80,840,14250,2022-03-08T00:23:56-05:00,2022-03-08T08:32:56-05:00,53.13,49,61,-0.33,0.04,12,78,100,100,25,71,95,31,2097,671,496,9060,27960,1740,60,0,47580,1.125,0,71,54,62,None,95,94,80,85,59
3/9/22,63,64,76,57,72,47,81,51,23670,29640,5970,5760,14130,3780,46,80,480,15390,2022-03-09T00:19:58-05:00,2022-03-09T08:33:58-05:00,52.67,47,57,-0.05,0,11.875,76,100,100,25,71,85,42,2087,835,629,9360,33360,1800,300,0,41580,1.125,0,76,57,61,100,91,100,98,84,57
3/10/22,67,71,63,79,58,51,78,69,25650,34560,8910,4800,15630,5220,42,74,450,14730,2022-03-09T23:54:39-05:00,2022-03-10T09:30:39-05:00,51.38,47,53,-0.1,0.03,12.125,72,100,100,25,40,75,217,2347,4641,3768,8280,26760,9960,780,0,40620,1.28125,0,78,64,63,None,95,100,89,81,100
3/11/22,41,23,14,49,58,53,64,62,12240,16620,4380,1080,7890,3270,39,74,1680,8790,2022-03-11T01:48:04-05:00,2022-03-11T06:25:04-05:00,52.56,49,54,-0.26,0,11.625,69,100,100,25,40,61,40,2126,645,628,2460,13920,1380,240,0,68400,1.1875,0,54,21,44,None,96,96,89,78,1
3/13/22,59,61,39,88,58,58,86,16,22890,30840,7950,3000,14070,5820,40,74,630,13560,2022-03-13T02:33:24-04:00,2022-03-13T11:07:24-04:00,51.66,48,54,-0.35,-0.17,12.25,64,100,100,25,40,26,20,2040,419,330,7740,39300,1260,0,0,38100,1.09375,0,63,51,24,None,88,93,90,72,100
3/14/22,65,63,45,72,72,58,97,61,23610,29460,5850,3480,15420,4710,39,80,930,14160,2022-03-14T00:21:16-04:00,2022-03-14T08:32:16-04:00,51.28,45,61,0.19,0,12.375,52,100,100,1,1,12,33,2073,646,563,5040,32940,1620,120,0,46680,1.125,0,61,60,28,None,87,89,100,74,39
3/15/22,61,98,96,32,46,48,1,22,33030,48120,15090,7500,23340,2190,45,69,7650,26700,2022-03-14T22:15:01-04:00,2022-03-15T11:37:01-04:00,51.14,45,51,0.31,0.26,12.375,52,100,100,1,1,11,49,2079,982,732,3780,40680,2640,180,0,39120,1.125,0,65,54,45,None,93,79,100,71,45
3/16/22,51,59,24,64,44,54,35,56,22350,32760,10410,1890,16200,4260,40,68,2340,16590,2022-03-15T23:50:59-04:00,2022-03-16T08:56:59-04:00,49.55,45,58,0.17,0.37,11.75,52,100,100,1,1,10,39,2105,833,648,9360,28020,1860,180,0,46980,1.15625,0,68,37,46,None,92,90,100,73,87
3/17/22,68,82,83,75,69,53,64,21,28500,36000,7500,6300,17250,4950,40,79,150,17760,2022-03-17T00:54:33-04:00,2022-03-17T10:54:33-04:00,51.92,47,47,0.1,0.32,12.375,51,100,100,1,1,8,48,2098,1004,651,5640,37920,3600,60,0,39180,1.125,0,74,65,55,100,87,96,78,67,100
3/18/22,65,67,54,92,60,63,67,47,24510,32640,8130,4140,14310,6060,35,75,180,14700,2022-03-18T00:40:28-04:00,2022-03-18T09:44:28-04:00,49.63,45,65,-0.03,0.21,12,52,89,100,1,1,21,175,2328,3785,2854,27900,26940,8280,960,0,22320,1.25,0,76,60,58,None,91,100,100,74,100
3/21/22,69,76,68,68,76,62,75,47,26910,32940,6030,5220,17190,4500,34,82,390,16650,2022-03-21T00:06:16+01:00,2022-03-21T09:15:16+01:00,52.69,48,49,0.03,0.17,11.75,74,100,100,25,40,99,37,2120,690,534,11820,29280,2280,60,0,42960,1.15625,0,74,67,67,None,85,100,78,67,91
3/22/22,63,65,70,81,55,50,81,40,24030,33060,9030,5310,13410,5310,42,73,480,15930,2022-03-22T00:32:20+01:00,2022-03-22T09:43:20+01:00,50.7,46,47,0.02,0.16,12,72,85,95,25,40,99,211,2329,4885,3756,25860,29760,5100,1860,0,23820,1.25,1,75,57,66,None,89,100,95,62,100
3/23/22,53,39,35,62,79,53,72,63,17280,20700,3420,2730,10440,4110,39,83,330,10260,2022-03-23T01:22:01+01:00,2022-03-23T07:07:01+01:00,48.85,46,54,-0.19,0.09,11.75,83,100,100,43,71,100,2252,4525,423,42384,5460,25080,6960,26880,0,22020,2.4375,0,68,41,53,91,89,99,100,64,59
3/24/22,64,51,18,97,60,88,70,85,20250,27000,6750,1440,11310,7500,33,75,240,13320,2022-03-23T23:46:08+01:00,2022-03-24T07:16:08+01:00,49.17,45,52,-0.32,-0.04,11.375,90,100,100,60,96,100,555,2695,5583,9842,14340,28560,7320,4560,60,31560,1.46875,0,54,59,47,26,1,94,98,64,59
3/25/22,53,30,16,73,76,64,70,93,0,300,300,0,0,0,None,0,0,0,2022-03-25T16:40:38-04:00,2022-03-25T16:45:38-04:00,70,70,42,-0.4,-0.18,11.625,83,34,95,78,96,100,486,2803,11185,8631,53340,10620,19320,2400,0,720,1.53125,1,54,41,34,93,15,91,94,69,45
3/26/22,74,85,77,59,67,54,81,72,29400,37620,8220,5850,19650,3900,40,78,480,17820,2022-03-25T22:57:01-04:00,2022-03-26T09:24:01-04:00,57.42,53,48,0.31,0.03,11.75,91,100,100,78,96,100,16,2046,358,230,4020,36540,720,60,0,45060,1.09375,0,55,75,44,54,16,79,41,65,100
3/27/22,71,72,54,93,69,51,83,79,25860,32640,6780,4110,15660,6090,43,79,1260,16410,2022-03-26T23:06:22-04:00,2022-03-27T08:10:22-04:00,60.1,55,57,0.58,0.41,11.875,87,100,100,60,71,99,13,2041,217,190,2880,32700,360,60,0,50400,1.09375,0,48,70,49,None,33,55,1,69,100
3/28/22,77,87,98,74,69,53,72,74,29730,37500,7770,8190,16620,4920,39,79,330,17910,2022-03-27T22:51:58-04:00,2022-03-28T09:16:58-04:00,54.73,49,57,0.03,0.45,12,86,100,100,60,71,96,30,2089,671,372,8760,32700,2520,0,0,42420,1.125,0,74,80,59,100,49,100,79,72,100
3/29/22,73,74,65,98,65,60,89,59,26490,34380,7890,4980,13800,7710,37,77,660,15750,2022-03-28T23:57:33-04:00,2022-03-29T09:30:33-04:00,55.63,51,58,0.01,0.28,11.75,81,100,100,60,71,62,31,2065,587,568,3480,34920,1500,0,0,46500,1.125,0,70,73,63,None,56,100,61,75,100
3/30/22,65,65,40,64,58,54,94,80,24060,32340,8280,3120,16680,4260,42,74,810,14970,2022-03-29T23:28:16-04:00,2022-03-30T08:27:16-04:00,56.86,50,57,0.07,0.19,12.5,68,100,100,43,40,23,36,2090,671,552,7500,32700,1980,120,0,44100,1.125,0,70,60,64,100,71,99,44,77,100
3/31/22,74,76,72,86,58,61,86,84,26850,36360,9510,5520,15720,5610,34,74,600,15600,2022-03-30T23:11:29-04:00,2022-03-31T09:17:29-04:00,52.49,48,57,0.06,0.2,11.875,58,100,100,25,1,8,56,2122,1218,794,6840,32280,4020,60,0,43200,1.15625,0,81,75,69,None,77,100,99,78,100
4/1/22,65,70,61,90,58,57,64,48,25440,34380,8940,4650,14850,5940,37,74,150,15810,2022-04-01T00:18:07-04:00,2022-04-01T09:51:07-04:00,52.65,48,61,-0.12,0.14,12.625,51,100,100,1,1,3,3,2028,79,8,1920,34140,240,0,0,50100,1.09375,0,77,60,70,None,84,100,81,82,100
4/2/22,63,72,49,70,55,49,72,53,25950,35400,9450,3780,17580,4590,44,73,330,15300,2022-04-02T00:18:29-04:00,2022-04-02T10:08:29-04:00,53.08,48,54,0,0.11,12.625,51,100,100,1,1,4,53,2126,1030,614,11940,32820,4020,60,0,37560,1.15625,0,74,57,71,None,89,100,72,81,87
4/3/22,75,81,85,93,76,79,64,24,28170,34320,6150,6450,15600,6120,40,82,150,16500,2022-04-03T00:55:32-04:00,2022-04-03T10:27:32-04:00,53.76,48,60,0.1,0.17,11.75,51,100,100,1,1,5,25,2073,538,298,9720,36360,900,120,0,39300,1.125,0,82,77,75,None,94,97,90,84,77
4/4/22,71,68,59,74,62,86,99,51,24780,32700,7920,4500,15390,4890,37,76,900,16080,2022-04-04T00:09:29-04:00,2022-04-04T09:14:29-04:00,54.31,49,59,0.16,0.26,12.25,62,100,100,1,40,54,340,2390,404,4967,1200,29880,960,60,1380,52920,1.28125,0,76,70,74,None,99,91,81,85,43
4/5/22,67,72,56,82,67,54,91,42,25800,33060,7260,4290,16140,5370,40,78,1080,16620,2022-04-05T00:17:02-04:00,2022-04-05T09:28:02-04:00,52.43,47,54,-0.04,0.23,11.875,62,100,100,1,40,50,8,2039,179,104,1860,33780,660,0,0,50100,1.09375,0,81,63,75,None,96,100,90,83,90
4/6/22,62,65,35,93,60,58,70,53,24150,32040,7890,2670,15390,6090,35,75,270,16530,2022-04-05T23:57:15-04:00,2022-04-06T08:51:15-04:00,51.64,47,59,-0.14,0.12,12,61,100,100,1,40,45,16,2055,265,333,660,28920,720,0,0,56100,1.125,0,77,55,73,None,93,100,90,85,71
4/7/22,63,79,68,51,62,52,70,21,27660,36240,8580,5130,19140,3390,42,76,270,18150,2022-04-07T00:46:14-04:00,2022-04-07T10:50:14-04:00,53.74,48,56,0.07,0.12,12.875,60,100,100,1,40,39,21,2049,370,364,2520,34500,840,60,0,48480,1.09375,0,77,57,76,None,91,99,90,84,69
4/8/22,67,69,54,93,76,51,97,31,25170,30720,5550,4110,14940,6120,43,82,840,15090,2022-04-08T01:04:30-04:00,2022-04-08T09:36:30-04:00,55.25,48,61,-0.04,0.13,11.875,59,100,100,1,40,30,6,2043,139,51,3360,31500,540,0,0,51000,1.09375,0,73,63,75,None,90,100,72,86,52
4/9/22,59,70,49,55,72,47,67,30,25290,31620,6330,3780,17850,3660,47,80,210,15750,2022-04-09T00:55:33-04:00,2022-04-09T09:42:33-04:00,56.52,51,59,0.15,0.21,12.5,57,100,100,1,40,19,29,2102,603,341,6660,27540,2160,0,0,50040,1.15625,0,68,50,74,None,90,92,54,86,56
4/10/22,72,79,93,100,74,62,72,16,27570,34080,6510,7080,11730,8760,37,81,330,15690,2022-04-10T01:56:30-04:00,2022-04-10T11:24:30-04:00,54.17,48,60,0.05,0.23,12.25,55,100,100,1,40,9,6,2023,133,63,2160,38520,480,0,0,45240,1.09375,0,81,72,76,None,90,100,100,86,65
4/11/22,52,57,23,64,65,55,37,51,21900,28320,6420,1830,15840,4230,37,77,2250,14520,2022-04-11T00:35:25-04:00,2022-04-11T08:27:25-04:00,54.69,48,64,-0.01,0.21,12.25,50,100,100,1,1,1,2,2040,29,4,1320,27420,180,0,0,57480,1.09375,0,70,38,70,None,88,100,91,87,43
4/12/22,66,68,65,97,51,66,72,40,24720,34920,10200,4950,12300,7470,34,71,330,15150,2022-04-12T00:46:00-04:00,2022-04-12T10:28:00-04:00,52.74,49,61,-0.06,0.14,12.625,50,100,100,1,1,2,23,2060,458,330,5220,34560,900,120,0,45600,1.125,0,77,62,69,None,89,100,73,88,100
4/13/22,64,65,33,92,58,64,94,40,24000,32400,8400,2580,15390,6030,32,74,780,15600,2022-04-13T00:38:58-04:00,2022-04-13T09:38:58-04:00,53.58,49,63,0,0.13,12.5,55,100,100,1,1,33,181,2234,335,2867,4140,33180,1200,1320,0,46560,1.21875,0,72,58,67,None,89,100,82,88,49
4/14/22,74,80,86,96,69,56,75,47,27990,35640,7650,6510,14700,6780,37,79,360,16230,2022-04-14T00:13:00-04:00,2022-04-14T10:07:00-04:00,52.38,48,59,-0.16,0.08,12,55,100,100,1,1,31,23,2104,510,148,7500,28980,1920,0,0,48000,1.15625,0,83,75,70,None,89,99,91,88,100
4/15/22,64,70,64,90,76,50,72,19,25410,30960,5550,4860,14640,5910,45,82,300,15030,2022-04-15T01:48:58-04:00,2022-04-15T10:24:58-04:00,56.12,51,57,0.05,0.11,12.25,54,100,100,1,1,29,6,2037,113,87,1680,31680,180,60,0,52800,1.09375,0,75,58,70,None,89,100,64,87,100
4/16/22,70,77,74,77,81,59,94,20,27210,32280,5070,5610,16530,5070,34,84,810,15600,2022-04-16T01:32:31-04:00,2022-04-16T10:30:31-04:00,56.31,52,56,0.02,0.15,12,54,100,100,1,1,25,5,2035,128,41,4980,33960,360,0,0,47100,1.09375,0,78,68,73,100,83,100,65,87,88
4/17/22,60,70,42,66,46,59,86,21,25260,36720,11460,3210,17670,4380,35,69,1200,17880,2022-04-17T00:49:59-04:00,2022-04-17T11:01:59-04:00,55.72,48,56,0.09,0.21,12.5,53,100,100,1,1,20,21,2053,345,288,3540,37020,780,120,0,44940,1.09375,0,78,52,73,None,88,97,84,86,96
4/18/22,58,59,60,51,62,49,67,55,22380,29520,7140,4590,14370,3420,43,76,1590,13860,2022-04-18T00:36:42-04:00,2022-04-18T08:48:42-04:00,55.45,51,60,0.01,0.2,12.125,52,100,100,1,1,12,3,2042,104,15,2820,29400,240,0,0,53940,1.09375,0,72,48,68,None,88,100,75,86,75
4/19/22,66,71,56,93,62,63,67,36,25620,33840,8220,4230,15270,6120,35,76,180,15960,2022-04-19T00:39:37-04:00,2022-04-19T10:03:37-04:00,54.16,49,55,-0.08,0.15,11.875,51,100,100,1,1,7,29,2060,541,494,4620,36240,1560,60,0,43920,1.09375,0,78,62,68,None,88,100,84,85,95
4/20/22,54,62,39,55,55,51,37,58,23190,31680,8490,2970,16560,3660,41,73,2280,16530,2022-04-19T23:47:14-04:00,2022-04-20T08:35:14-04:00,54.19,46,63,0.04,0.15,12.125,50,100,100,1,1,2,4,2050,88,52,1380,25440,300,0,0,59280,1.125,0,71,42,65,None,88,100,100,86,44
4/21/22,62,65,50,72,72,57,78,34,24060,30000,5940,3810,15540,4710,37,80,420,14250,2022-04-21T01:13:06-04:00,2022-04-21T09:33:06-04:00,55.78,51,54,-0.19,0.08,12.125,50,100,100,1,1,2,1,2031,45,4,2400,31560,60,0,0,52380,1.09375,0,68,55,63,None,88,98,66,85,60
4/22/22,58,64,53,70,55,52,72,27,23880,32700,8820,4050,15240,4590,47,73,1470,16020,2022-04-22T00:57:26-04:00,2022-04-22T10:02:26-04:00,54.16,48,58,-0.03,0.07,12.25,50,100,100,1,1,1,3,2032,113,26,2640,34440,240,0,0,49080,1.09375,0,74,48,62,None,88,100,94,85,78
4/23/22,65,70,74,77,60,50,75,43,25440,34020,8580,5640,14700,5100,43,75,360,16320,2022-04-23T00:21:29-04:00,2022-04-23T09:48:29-04:00,54.53,49,57,0.06,0.12,12.125,50,100,100,1,1,1,2,2053,61,23,300,24240,240,0,0,61620,1.125,0,77,60,63,None,88,100,85,84,100
4/24/22,60,64,78,55,69,57,72,12,23850,30060,6210,5940,14280,3630,38,79,300,13770,2022-04-24T02:55:32-04:00,2022-04-24T11:16:32-04:00,56.7,52,56,0.18,0.22,13,50,100,100,1,1,1,1,2012,23,0,720,39180,60,0,0,46440,1.0625,0,69,52,62,None,88,89,50,83,100
4/25/22,69,64,53,96,72,68,89,56,23790,29820,6030,4050,12750,6990,30,80,690,14340,2022-04-25T00:27:36-04:00,2022-04-25T08:44:36-04:00,54.92,50,65,0.05,0.22,12.125,50,100,100,1,1,1,13,2075,269,177,4800,23760,960,0,0,56880,1.125,0,72,67,61,None,88,100,78,86,62
4/26/22,64,68,61,95,55,54,94,18,24780,33720,8940,4680,13890,6210,40,73,1020,16680,2022-04-26T01:29:13-04:00,2022-04-26T10:51:13-04:00,53.57,48,64,-0.02,0.16,12.625,50,100,100,1,1,1,9,2034,160,140,1200,33360,660,0,0,51180,1.09375,0,78,58,62,None,88,100,95,87,100
4/27/22,61,66,68,74,55,51,86,23,24360,33420,9060,5160,14340,4860,42,73,600,15180,2022-04-27T01:23:49-04:00,2022-04-27T10:40:49-04:00,54.49,48,55,-0.14,0.06,12.5,50,100,100,1,1,1,2,2031,40,33,1560,32340,60,0,0,52440,1.09375,0,73,53,62,100,82,100,95,86,45
4/28/22,71,82,85,67,72,62,89,19,28620,35880,7260,6450,17760,4410,36,80,690,16290,2022-04-28T01:31:32-04:00,2022-04-28T11:29:32-04:00,53.27,49,59,-0.11,0,12.375,50,100,95,1,1,1,14,2058,369,176,11100,33540,660,60,0,41040,1.125,1,80,70,67,None,88,100,86,86,100
4/29/22,63,74,52,78,76,52,75,16,26520,32160,5640,3960,17400,5160,41,82,360,15930,2022-04-29T01:52:42-04:00,2022-04-29T10:48:42-04:00,53.47,50,56,0.07,0.06,12.5,61,100,100,1,40,49,299,2340,27,4371,1560,29340,60,0,1320,54120,1.28125,0,79,57,70,100,83,99,78,85,100
4/30/22,63,73,80,68,62,57,70,11,26250,34500,8250,6030,15750,4470,34,76,240,15030,2022-04-30T02:35:29-04:00,2022-04-30T12:10:29-04:00,57.58,51,48,0.06,0.13,12.75,61,100,100,1,40,46,61,2086,144,1256,3720,41340,1680,0,0,39660,1.125,0,70,57,72,None,88,99,42,80,89
5/1/22,70,87,56,97,60,60,67,28,29790,39960,10170,4320,17940,7530,37,75,1590,19050,2022-05-01T00:04:30-04:00,2022-05-01T11:10:30-04:00,53.83,49,61,-0.06,0.12,12.25,60,100,100,1,40,42,12,2055,269,121,4140,32880,660,60,0,48660,1.125,0,81,68,78,None,88,100,79,82,100
5/2/22,60,69,35,83,65,47,89,16,25170,32580,7410,2760,16950,5460,46,77,660,15990,2022-05-02T01:50:37-04:00,2022-05-02T10:53:37-04:00,52.88,49,64,-0.07,0.06,12.625,71,100,100,1,71,94,465,2528,482,7601,3300,33600,1020,3900,0,44580,1.375,0,79,52,78,None,88,100,79,85,100
5/3/22,63,81,72,65,58,50,67,12,28170,37980,9810,5460,18420,4290,42,74,180,18720,2022-05-03T01:31:01-04:00,2022-05-03T12:04:01-04:00,57.82,50,58,0.12,0.11,12.5,69,100,100,1,71,82,32,2071,641,528,3720,36000,1500,60,0,45120,1.125,0,75,57,81,None,88,94,70,85,68
5/4/22,55,56,46,82,65,49,67,19,21570,27840,6270,3540,12630,5400,47,77,210,13590,2022-05-04T02:13:53-04:00,2022-05-04T09:57:53-04:00,53.58,50,62,-0.02,0.13,12.25,68,98,100,1,71,76,229,2349,4274,3926,21180,32880,9900,960,0,21480,1.25,0,78,43,75,100,86,100,80,86,93
5/5/22,65,74,83,61,65,56,81,17,26490,34560,8070,6270,16140,4080,35,77,480,17130,2022-05-05T01:28:16-04:00,2022-05-05T11:04:16-04:00,53.69,48,54,0.01,0.1,12.75,66,100,100,1,71,61,15,2049,358,228,8700,32040,900,0,0,44760,1.09375,0,83,60,76,93,92,100,89,85,100
5/6/22,58,63,51,58,74,43,99,15,23640,29220,5580,3900,15930,3810,51,81,900,14490,2022-05-06T02:21:59-04:00,2022-05-06T10:28:59-04:00,55.87,50,57,-0.24,-0.01,12.5,61,100,100,1,40,44,3,2029,89,4,3360,33960,180,0,0,48900,1.09375,0,68,48,72,None,91,97,71,85,36
5/7/22,55,43,28,46,69,60,94,69,18300,23100,4800,2220,13020,3060,38,79,810,11280,2022-05-07T00:52:14-04:00,2022-05-07T07:17:14-04:00,56.76,52,57,0.02,0,13,59,100,100,1,40,31,5,2054,97,78,2820,25080,300,0,0,58200,1.125,0,62,43,62,None,91,100,62,84,26
5/8/22,71,84,75,67,51,84,67,29,29040,41100,12060,5700,18930,4410,39,71,180,19050,2022-05-08T00:03:33-04:00,2022-05-08T11:28:33-04:00,53.07,48,53,0.05,0.08,12.5,57,100,100,1,40,22,179,2286,3639,3127,17160,37920,9900,240,0,21180,1.21875,0,81,70,66,100,84,100,90,81,100
5/9/22,60,59,54,67,88,48,67,49,22380,25620,3240,4140,13830,4410,49,87,210,12570,2022-05-09T01:11:55-04:00,2022-05-09T08:18:55-04:00,54.8,50,56,0.21,0.19,12,51,100,100,1,1,8,10,2028,150,172,2400,35880,480,60,0,47580,1.09375,0,72,52,63,96,91,87,81,80,55
5/10/22,88,100,99,96,72,64,78,87,33900,42300,8400,8490,18690,6720,33,80,420,19410,2022-05-09T22:01:27-04:00,2022-05-10T09:46:27-04:00,52.74,46,59,0.12,0.21,12,51,100,100,1,1,6,34,2078,723,540,9180,37680,2520,0,0,37020,1.125,0,88,98,75,None,90,95,100,82,98
5/11/22,81,96,83,96,86,59,64,58,32430,37920,5490,6300,19200,6930,40,86,150,18480,2022-05-10T23:15:08-04:00,2022-05-11T09:47:08-04:00,52.19,47,63,0.11,0.19,12.25,51,100,100,1,1,3,25,2073,526,360,6720,30960,1680,0,0,47040,1.125,0,88,86,85,None,89,96,89,85,100
5/12/22,63,72,58,58,81,57,78,19,25980,31020,5040,4410,17730,3840,37,84,420,15030,2022-05-12T01:51:44-04:00,2022-05-12T10:28:44-04:00,53.8,48,62,0.3,0.33,12,54,100,100,1,1,25,127,2173,473,1947,8160,36480,1440,0,600,39720,1.15625,0,79,56,85,None,88,79,98,86,49
5/13/22,64,67,67,76,79,49,72,38,24660,29760,5100,5070,14550,5040,44,83,300,14550,2022-05-13T00:59:04-04:00,2022-05-13T09:15:04-04:00,53.99,50,54,0.11,0.3,12,53,100,95,1,1,25,37,2099,761,509,10920,28680,1320,300,0,45180,1.125,1,79,58,83,None,88,95,80,85,79
5/14/22,68,69,54,96,79,67,72,34,25080,30300,5220,4140,14400,6540,35,83,330,14940,2022-05-14T01:01:00-04:00,2022-05-14T09:26:00-04:00,52.6,47,59,0.06,0.21,12.125,55,100,100,1,1,34,130,2140,2790,2251,8580,48240,3720,900,120,24840,1.125,0,78,65,82,None,87,100,98,85,38
5/15/22,70,71,68,73,74,51,83,77,25500,31380,5880,5160,15540,4800,46,81,570,15780,2022-05-14T23:21:44-07:00,2022-05-15T08:04:44-07:00,53.2,45,66,0.13,0.18,12.25,75,100,100,25,40,95,535,2612,466,9546,3600,32220,1260,6240,0,43080,1.40625,0,84,68,80,100,87,93,80,87,100
5/16/22,62,63,54,53,48,48,78,92,23580,33600,10020,4110,15930,3540,45,70,420,14550,2022-05-15T23:11:00-07:00,2022-05-16T08:31:00-07:00,51.29,48,64,0.03,0.16,12.25,73,100,100,25,40,87,12,2064,307,162,5700,30000,840,0,0,49860,1.125,0,82,54,75,None,90,100,98,88,100
5/17/22,56,55,29,44,53,41,91,86,21390,29640,8250,2250,16200,2940,53,72,1050,13890,2022-05-16T23:34:23-07:00,2022-05-17T07:48:23-07:00,52.57,49,63,0,0.13,12.125,71,100,95,25,40,74,1,2048,42,0,5520,26940,120,0,0,53820,1.125,1,75,44,68,None,90,100,98,88,70
5/18/22,54,55,36,45,55,45,70,78,21300,29040,7740,2790,15540,2970,57,73,240,13080,2022-05-18T00:04:30-07:00,2022-05-18T08:08:30-07:00,51.52,48,65,-0.03,0.08,12,69,100,100,25,40,60,14,2050,291,255,2220,30660,780,0,0,52740,1.125,0,76,41,62,None,90,100,98,89,98
5/19/22,66,63,48,79,74,51,70,88,23430,29040,5610,3690,14520,5220,44,81,240,14100,2022-05-18T23:28:03-07:00,2022-05-19T07:32:03-07:00,54.98,50,51,0.06,0.1,12.125,67,100,100,25,40,43,1,2036,14,4,2100,28200,60,0,0,56040,1.09375,0,71,61,60,None,89,100,71,87,67
5/20/22,64,64,49,58,81,52,70,78,23880,28560,4680,3780,16260,3840,44,84,240,13800,2022-05-19T23:52:29-07:00,2022-05-20T07:48:29-07:00,52.87,48,61,0.07,0.14,12.25,64,100,100,25,40,28,6,2056,135,95,3660,26100,360,0,0,56280,1.125,0,75,58,59,None,89,99,89,87,91
5/21/22,56,62,24,59,60,47,78,56,23340,31080,7740,1920,17520,3900,48,75,450,14940,2022-05-21T00:18:29-07:00,2022-05-21T08:56:29-07:00,56.61,50,55,0.22,0.22,12.125,62,100,100,25,40,14,22,2065,463,409,3180,30540,1140,60,0,51480,1.125,0,67,44,57,None,88,86,71,86,67
5/22/22,65,81,80,46,65,50,67,34,28260,36720,8460,6030,19170,3060,46,77,180,17610,2022-05-22T00:16:32-07:00,2022-05-22T10:28:32-07:00,55.51,51,52,0.21,0.28,12.625,50,100,100,1,1,1,3,2022,47,41,3420,37020,120,0,0,45840,1.09375,0,76,60,63,None,88,87,80,83,100
5/23/22,58,45,37,90,53,63,70,78,18780,26160,7380,2880,9990,5910,33,72,240,11820,2022-05-23T00:25:21-07:00,2022-05-23T07:41:21-07:00,54.35,49,56,-0.09,0.19,12,50,100,100,1,1,3,21,2064,512,361,3180,28020,540,120,0,54540,1.125,0,71,48,55,100,81,100,80,82,76
5/24/22,60,60,42,34,72,56,86,71,22590,28380,5790,3240,17040,2310,37,80,600,14160,2022-05-23T23:59:59-07:00,2022-05-24T07:52:59-07:00,55.72,51,58,0.04,0.12,12,50,100,100,1,1,3,11,2050,196,208,3300,28680,600,0,0,53820,1.125,0,67,51,53,None,87,100,62,82,91
5/25/22,69,67,61,60,86,53,94,73,24570,28680,4110,4680,15900,3990,48,86,1020,14670,2022-05-24T23:48:14-07:00,2022-05-25T07:46:14-07:00,56.38,51,54,0,0.1,12.125,51,100,100,1,1,6,31,2074,622,531,4740,30600,1080,180,0,49800,1.125,0,63,66,54,None,87,100,54,80,48
5/26/22,65,63,55,65,62,54,83,82,23580,31140,7560,4200,15090,4290,41,76,1260,15600,2022-05-25T23:14:21-07:00,2022-05-26T07:53:21-07:00,54.3,50,55,-0.06,0.08,12.25,51,100,100,1,1,9,32,2077,615,565,3000,27540,840,240,0,54780,1.125,0,70,60,55,None,86,100,82,79,73
5/27/22,69,80,72,68,72,43,89,42,27870,34740,6870,5430,17970,4470,50,80,690,16590,2022-05-27T00:17:02-07:00,2022-05-27T09:56:02-07:00,56.29,51,55,0.31,0.2,12.5,55,100,100,1,1,33,304,2399,7040,5760,11520,37140,8880,2040,0,26820,1.28125,0,72,66,60,None,86,78,64,78,99
5/28/22,75,89,73,78,81,53,83,39,30420,36360,5940,5550,19740,5130,44,84,570,17640,2022-05-28T00:06:58-07:00,2022-05-28T10:12:58-07:00,53.83,49,58,0.13,0.28,12.125,67,100,100,1,40,85,430,2498,109,7946,5700,33180,360,5940,0,41220,1.34375,0,83,77,69,100,95,93,83,79,100
5/29/22,53,59,29,46,67,48,72,33,22410,28620,6210,2280,17010,3120,45,78,300,13380,2022-05-29T01:28:53-07:00,2022-05-29T09:25:53-07:00,53.63,49,67,0.37,0.38,12.5,65,100,100,1,40,77,27,2064,605,493,4320,32700,1500,0,0,47880,1.125,0,72,39,67,None,90,73,92,85,69
5/30/22,65,74,55,45,69,52,99,42,26370,33300,6930,4200,19200,2970,48,79,900,16560,2022-05-30T00:19:02-07:00,2022-05-30T09:34:02-07:00,54.38,50,62,-0.06,0.28,12.375,71,100,100,1,71,96,316,2362,343,5274,6360,34080,600,2940,0,42420,1.28125,0,81,60,70,100,89,100,83,86,100
