,Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Unnamed: 1,Unnamed: 2,Basal Body Temperature (degF),Flights Climbed (count),Heart Rate [Min] (count/min),Heart Rate [Max] (count/min),Heart Rate [Avg] (count/min),Heart Rate Variability (ms),Step Count (count),Walking + Running Distance (mi) 
166,2022-06-18,73.0,81.0,79.0,89.0,58.0,67.0,83.0,34.0,7.816666666666666,38160.0,10020.0,1.6583333333333334,16320.0,5850.0,29,74.0,540.0,17910.0,0.2,10.8,52.06,48.0,55.0,0.03,-0.03,12.375,80,100,100,25,96,97,877,2961,80,15751,3000,41640,180,10980,0,30600,1.59375,0,81.0,73.0,63.0,None,86,100.0,100.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
167,2022-06-19,81.0,100.0,57.0,98.0,83.0,51.0,89.0,60.0,9.383333333333333,39960.0,6180.0,1.2166666666666666,21360.0,8040.0,45,85.0,690.0,19380.0,-1.08,10.02,52.46,47.0,73.0,0.0,0.03,12.375,78,100,100,25,71,96,60,2103,1060,900,10620,37380,1560,420,60,36360,1.125,0,86.0,87.0,75.0,81,82,100.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
168,2022-06-20,68.0,70.0,66.0,50.0,88.0,58.0,67.0,75.0,7.066666666666666,29100.0,3660.0,1.3916666666666666,17100.0,3330.0,39,87.0,210.0,14160.0,-0.13,7.95,52.12,46.0,59.0,0.0,0.08,11.75,78,100,100,25,71,96,61,2101,1014,917,3480,30660,600,540,180,50940,1.125,0,78.0,64.0,77.0,None,94,100.0,100.0,87.0,39.0,,,,11.0,46,112,70.51,,5922,4.98
169,2022-06-21,66.0,67.0,47.0,78.0,65.0,52.0,70.0,83.0,6.8,31740.0,7260.0,0.9916666666666667,15750.0,5160.0,44,77.0,270.0,16200.0,-0.95,7.87,53.12,47.0,57.0,0.0,0.07,12.25,74,100,100,25,40,94,3,2049,102,15,5460,26460,240,0,0,54240,1.125,0,73.0,60.0,76.0,None,93,100.0,100.0,87.0,7.0,,,,11.0,46,112,70.51,,5922,4.98
170,2022-06-22,53.0,49.0,40.0,37.0,58.0,51.0,72.0,71.0,5.5,26640.0,6840.0,0.8583333333333333,14220.0,2490.0,42,74.0,330.0,12570.0,0.43,7.83,54.11,50.0,54.0,-0.06,0.04,11.875,71,100,100,25,40,71,4,2047,114,16,4500,26700,360,0,0,54840,1.125,0,71.0,38.0,69.0,100,87,100.0,80.0,85.0,47.0,,,,11.0,46,112,70.51,,5922,4.98
171,2022-06-23,59.0,59.0,48.0,48.0,83.0,44.0,78.0,64.0,6.266666666666667,26400.0,3840.0,1.025,15630.0,3240.0,51,85.0,450.0,12810.0,0.6,7.93,52.79,49.0,61.0,-0.05,0.02,12.5,67,100,100,25,40,46,18,2060,398,304,5820,29760,720,60,0,50040,1.125,0,73.0,48.0,65.0,None,90,100.0,80.0,86.0,86.0,,,,11.0,46,112,70.51,,5922,4.98
172,2022-06-24,57.0,60.0,40.0,57.0,53.0,58.0,40.0,80.0,6.3,31320.0,8640.0,0.8666666666666667,15780.0,3780.0,36,72.0,2190.0,15870.0,-0.77,7.93,55.19,50.0,58.0,0.01,0.03,12.375,64,100,100,25,40,28,3,2048,71,30,2280,25380,180,0,0,58560,1.125,0,69.0,45.0,61.0,100,85,100.0,80.0,85.0,33.0,,,,11.0,46,112,70.51,,5922,4.98
173,2022-06-25,62.0,69.0,51.0,76.0,44.0,56.0,86.0,33.0,6.966666666666667,36720.0,11640.0,1.0833333333333333,16140.0,5040.0,42,68.0,1200.0,17130.0,0.45,10.65,52.86,48.0,63.0,0.11,0.1,12.25,51,100,100,1,1,5,20,2044,383,299,8520,39840,1200,0,0,36840,1.09375,0,75.0,53.0,61.0,None,87,95.0,100.0,86.0,77.0,,,,11.0,46,112,70.51,,5922,4.98
174,2022-06-26,64.0,79.0,42.0,81.0,62.0,51.0,86.0,21.0,7.691666666666666,36540.0,8850.0,0.8916666666666667,19140.0,5340.0,45,76.0,600.0,17220.0,0.97,11.12,53.2,48.0,67.0,0.38,0.27,12.125,50,100,100,1,1,2,7,2017,172,78,5220,41460,480,0,0,39240,1.0625,0,78.0,57.0,65.0,None,86,72.0,96.0,87.0,94.0,,,,11.0,46,112,70.51,,5922,4.98
175,2022-06-27,73.0,63.0,76.0,95.0,74.0,72.0,89.0,69.0,6.566666666666666,29340.0,5700.0,1.5916666666666666,11520.0,6390.0,30,81.0,1110.0,15480.0,-0.3,7.85,50.04,45.0,69.0,0.04,0.27,12.0,50,100,100,1,1,1,5,2031,133,37,3300,33000,300,0,0,49800,1.09375,0,79.0,73.0,64.0,None,85,100.0,97.0,89.0,73.0,,,,11.0,46,112,70.51,,5922,4.98
176,2022-06-28,68.0,76.0,50.0,48.0,86.0,54.0,67.0,85.0,7.508333333333334,31260.0,4230.0,1.0666666666666667,19950.0,3240.0,40,86.0,210.0,15420.0,-0.83,7.85,52.81,48.0,65.0,-0.01,0.17,12.625,50,100,100,1,1,1,1,2028,29,0,2760,32520,180,0,0,50940,1.09375,0,76.0,64.0,68.0,None,85,100.0,86.0,90.0,65.0,,,,11.0,46,112,70.51,,5922,4.98
177,2022-06-29,70.0,64.0,58.0,79.0,74.0,60.0,75.0,100.0,6.583333333333333,29340.0,5640.0,1.225,14070.0,5220.0,38,81.0,1440.0,14760.0,-1.3,6.85,52.94,49.0,60.0,-0.01,0.08,12.0,50,100,100,1,1,1,3,2045,110,7,4260,28020,240,0,0,53880,1.09375,0,78.0,67.0,67.0,None,84,100.0,95.0,89.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
178,2022-06-30,70.0,72.0,67.0,44.0,79.0,64.0,86.0,81.0,7.183333333333334,31140.0,5280.0,1.4166666666666667,17850.0,2910.0,34,83.0,1170.0,15810.0,-0.78,7.87,54.18,49.0,60.0,0.06,0.1,12.0,50,100,100,1,1,1,2,2037,38,7,2640,29460,60,0,0,54240,1.09375,0,74.0,67.0,68.0,None,84,100.0,95.0,89.0,38.0,,,,11.0,46,112,70.51,,5922,4.98
179,2022-07-01,76.0,87.0,85.0,85.0,60.0,60.0,81.0,50.0,8.25,39780.0,10080.0,1.7833333333333334,17730.0,5550.0,38,75.0,510.0,18840.0,-0.6,10.45,53.03,48.0,61.0,0.31,0.23,12.25,51,100,100,1,1,6,57,2090,982,971,2640,37560,2220,360,0,43620,1.125,0,81.0,78.0,74.0,None,None,78.0,78.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
180,2022-07-02,71.0,85.0,51.0,66.0,83.0,51.0,94.0,43.0,8.15,34560.0,5220.0,1.0833333333333333,21060.0,4380.0,46,85.0,1020.0,17220.0,0.1,9.7,52.43,48.0,66.0,0.26,0.33,12.0,51,100,100,1,1,5,9,2041,212,150,6960,32460,660,0,0,46320,1.09375,0,83.0,69.0,79.0,None,None,83.0,86.0,89.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
181,2022-07-03,67.0,83.0,76.0,60.0,67.0,51.0,72.0,28.0,7.958333333333333,36780.0,8130.0,1.6,18870.0,4020.0,48,78.0,330.0,17010.0,0.63,10.85,51.62,46.0,66.0,0.13,0.32,11.875,52,100,100,1,1,16,79,2112,1165,1249,8460,36840,1560,360,120,39060,1.125,0,84.0,62.0,82.0,100,None,94.0,98.0,89.0,78.0,,,,11.0,46,112,70.51,,5922,4.98
182,2022-07-04,71.0,80.0,72.0,90.0,69.0,53.0,75.0,42.0,7.75,35400.0,7500.0,1.5333333333333334,16470.0,5910.0,43,79.0,390.0,17220.0,0.12,9.95,51.54,46.0,67.0,-0.03,0.19,12.625,52,100,100,1,1,14,14,2045,268,200,4440,32940,960,0,0,48060,1.09375,0,86.0,69.0,85.0,100,81,100.0,85.0,90.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
183,2022-07-05,56.0,47.0,35.0,63.0,83.0,60.0,67.0,52.0,5.333333333333333,22680.0,3480.0,0.75,12300.0,4200.0,40,85.0,180.0,10860.0,1.55,7.85,52.25,47.0,60.0,-0.2,0.03,11.5,52,100,100,1,1,12,2,2045,78,7,2700,26460,180,0,0,57060,1.125,0,72.0,43.0,75.0,None,83,98.0,100.0,89.0,28.0,,,,11.0,46,112,70.51,,5922,4.98
184,2022-07-06,65.0,58.0,39.0,97.0,81.0,72.0,64.0,61.0,6.175,26340.0,4110.0,0.8333333333333334,12180.0,7050.0,32,84.0,150.0,12300.0,0.85,8.17,55.47,50.0,56.0,-0.03,0,12.125,52,100,100,1,1,11,19,2067,404,284,10860,29460,960,120,0,45000,1.125,0,71.0,59.0,70.0,None,83,100.0,76.0,88.0,46.0,,,,11.0,46,112,70.51,,5922,4.98
185,2022-07-07,65.0,66.0,37.0,83.0,60.0,55.0,86.0,66.0,6.75,32520.0,8220.0,0.8,15960.0,5460.0,41,75.0,1200.0,15840.0,-0.28,8.75,52.63,48.0,66.0,0.13,0.1,12.0,51,100,95,1,1,10,22,2074,519,344,10320,27780,600,120,0,47580,1.125,1,75.0,59.0,68.0,None,82,94.0,94.0,88.0,63.0,,,,11.0,46,112,70.51,,5922,4.98
186,2022-07-08,62.0,63.0,35.0,71.0,58.0,59.0,89.0,61.0,6.508333333333334,31740.0,8310.0,0.7416666666666667,16110.0,4650.0,36,74.0,690.0,15660.0,-0.08,8.73,54.29,49.0,63.0,0.15,0.21,12.0,51,100,100,1,1,8,18,2061,380,245,9900,29460,1080,60,0,45900,1.125,0,72.0,53.0,66.0,None,82,92.0,85.0,88.0,64.0,,,,11.0,46,112,70.51,,5922,4.98
187,2022-07-09,72.0,91.0,85.0,85.0,55.0,52.0,78.0,23.0,8.558333333333334,42120.0,11310.0,1.775,18870.0,5550.0,41,73.0,420.0,18480.0,0.43,12.13,53.71,49.0,61.0,0.01,0.19,12.625,63,100,100,1,40,59,375,2409,635,5490,5340,41280,900,300,1440,37140,1.28125,0,80.0,71.0,73.0,None,82,100.0,76.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
188,2022-07-10,76.0,91.0,77.0,96.0,69.0,57.0,91.0,19.0,8.566666666666666,38880.0,8040.0,1.625,18390.0,6600.0,41,79.0,720.0,17580.0,1.15,11.95,53.22,47.0,66.0,0.08,0.17,11.875,62,100,100,1,40,56,40,2087,769,446,9240,40080,2340,120,0,34620,1.125,0,85.0,78.0,80.0,None,84,98.0,94.0,88.0,88.0,,,,11.0,46,112,70.51,,5922,4.98
189,2022-07-11,57.0,54.0,22.0,89.0,69.0,56.0,70.0,45.0,5.891666666666667,26820.0,5610.0,0.48333333333333334,13620.0,5850.0,41,79.0,240.0,13170.0,1.15,8.6,52.62,47.0,68.0,-0.06,0.12,11.875,62,100,100,1,40,50,19,2082,452,292,7800,25860,540,60,0,52140,1.125,0,75.0,45.0,74.0,100,81,100.0,100.0,89.0,31.0,,,,11.0,46,112,70.51,,5922,4.98
190,2022-07-12,62.0,57.0,45.0,85.0,79.0,67.0,75.0,41.0,6.108333333333333,26460.0,4470.0,0.9583333333333334,12960.0,5580.0,36,83.0,360.0,13260.0,1.25,8.6,53.1,48.0,62.0,-0.09,0.06,11.75,61,100,100,1,40,44,14,2055,270,228,5100,29100,420,60,0,51720,1.125,0,78.0,53.0,69.0,None,84,100.0,94.0,89.0,90.0,,,,11.0,46,112,70.51,,5922,4.98
191,2022-07-13,65.0,54.0,50.0,96.0,81.0,68.0,70.0,57.0,5.866666666666666,25200.0,4080.0,1.0666666666666667,10260.0,7020.0,27,84.0,270.0,12150.0,1.03,8.03,53.47,49.0,64.0,0.05,0.07,12.0,60,100,100,1,40,37,52,2112,931,910,6840,28440,2280,300,0,48540,1.15625,0,74.0,59.0,64.0,100,79,100.0,85.0,89.0,51.0,,,,11.0,46,112,70.51,,5922,4.98
192,2022-07-14,65.0,61.0,53.0,87.0,79.0,57.0,86.0,44.0,6.408333333333333,27660.0,4590.0,1.125,13320.0,5700.0,35,83.0,630.0,14070.0,0.93,8.62,54.34,49.0,56.0,-0.09,0.07,12.0,58,100,100,1,40,27,15,2056,303,248,4080,28680,660,60,0,52920,1.125,0,71.0,59.0,61.0,None,84,100.0,85.0,87.0,58.0,,,,11.0,46,112,70.51,,5922,4.98
193,2022-07-15,54.0,48.0,32.0,70.0,51.0,58.0,64.0,67.0,5.45,27660.0,8040.0,0.6916666666666667,12510.0,4620.0,37,71.0,1680.0,13260.0,0.38,8.07,53.64,49.0,58.0,-0.07,0.05,12.0,56,100,100,1,40,15,8,2059,171,99,5700,24660,780,0,0,55260,1.125,0,66.0,39.0,54.0,None,84,100.0,85.0,86.0,56.0,,,,11.0,46,112,70.51,,5922,4.98
194,2022-07-16,69.0,81.0,67.0,95.0,67.0,59.0,67.0,22.0,7.866666666666666,36120.0,7800.0,1.4166666666666667,16890.0,6330.0,43,78.0,180.0,16440.0,1.18,11.22,53.79,48.0,55.0,0.35,0.2,12.375,63,100,100,1,40,58,369,2401,477,5400,3360,37080,900,60,1440,43560,1.28125,0,77.0,66.0,59.0,100,79,75.0,76.0,84.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
195,2022-07-17,57.0,60.0,48.0,65.0,51.0,66.0,72.0,25.0,6.341666666666667,32220.0,9390.0,1.0166666666666666,14850.0,4320.0,30,71.0,300.0,14640.0,1.4,10.35,53.65,48.0,58.0,-0.07,0.19,12.375,62,100,100,1,40,54,17,2046,312,288,6240,34680,960,0,0,44520,1.09375,0,72.0,45.0,57.0,None,84,100.0,85.0,83.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
196,2022-07-18,57.0,54.0,37.0,74.0,76.0,54.0,70.0,38.0,5.858333333333333,25680.0,4590.0,0.7916666666666666,13320.0,4920.0,42,82.0,240.0,12780.0,1.47,8.6,54.67,48.0,55.0,-0.03,0.1,12.25,61,100,100,1,40,48,5,2053,152,59,7200,26160,360,0,0,52680,1.125,0,65.0,45.0,55.0,None,85,100.0,85.0,79.0,46.0,,,,11.0,46,112,70.51,,5922,4.98
197,2022-07-19,62.0,56.0,56.0,92.0,81.0,57.0,72.0,40.0,6.05,26040.0,4260.0,1.1833333333333333,11460.0,6060.0,39,84.0,300.0,13080.0,1.33,8.57,55.79,51.0,51.0,-0.06,0.01,12.0,60,100,100,1,40,40,17,2078,350,214,11820,28500,1140,0,0,44940,1.125,0,61.0,53.0,53.0,None,84,100.0,50.0,75.0,66.0,,,,11.0,46,112,70.51,,5922,4.98
198,2022-07-20,55.0,58.0,41.0,46.0,72.0,45.0,67.0,51.0,6.191666666666666,27780.0,5490.0,0.8833333333333333,15990.0,3120.0,51,80.0,180.0,13380.0,0.88,8.6,57.64,53.0,53.0,0.04,0.04,12.125,59,100,100,1,40,31,3,2039,91,41,2940,29160,240,0,0,54060,1.09375,0,61.0,41.0,51.0,100,80,100.0,42.0,72.0,71.0,,,,11.0,46,112,70.51,,5922,4.98
199,2022-07-21,60.0,58.0,34.0,74.0,69.0,53.0,86.0,51.0,6.191666666666666,28380.0,6090.0,0.7333333333333333,14820.0,4830.0,42,79.0,630.0,14010.0,0.7,8.58,55.84,51.0,58.0,-0.09,0.02,12.125,58,100,100,1,40,26,44,2100,929,727,4740,25920,1140,360,60,54180,1.15625,0,59.0,50.0,50.0,None,84,100.0,70.0,73.0,29.0,,,,11.0,46,112,70.51,,5922,4.98
200,2022-07-22,55.0,43.0,47.0,68.0,88.0,56.0,91.0,22.0,5.05,20820.0,2640.0,1.0,10080.0,4500.0,39,87.0,720.0,10440.0,2.83,8.62,58.69,54.0,50.0,-0.1,-0.01,12.25,56,100,100,1,40,15,7,2047,152,112,2940,27240,540,0,0,55680,1.125,0,52.0,41.0,43.0,None,84,100.0,53.0,69.0,35.0,,,,11.0,46,112,70.51,,5922,4.98
201,2022-07-23,65.0,71.0,59.0,69.0,60.0,64.0,89.0,24.0,7.083333333333333,33900.0,8400.0,1.25,16440.0,4560.0,35,75.0,1140.0,16680.0,0.9,10.32,55.61,50.0,61.0,-0.07,-0.03,12.625,75,100,100,25,40,100,1529,3678,117,27052,3120,33780,360,18180,0,30960,1.96875,0,64.0,59.0,47.0,None,84,100.0,72.0,72.0,74.0,,,,11.0,46,112,70.51,,5922,4.98
202,2022-07-24,71.0,85.0,72.0,95.0,72.0,56.0,70.0,23.0,8.166666666666666,36660.0,7260.0,1.525,17460.0,6450.0,39,80.0,240.0,17130.0,0.87,11.05,58.25,54.0,60.0,0.07,0.03,12.75,83,100,100,43,71,100,1882,4060,704,33367,2520,38460,1560,22500,0,21360,2.1875,0,68.0,69.0,56.0,70,92,99.0,45.0,74.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
203,2022-07-25,73.0,70.0,68.0,98.0,76.0,68.0,75.0,63.0,7.016666666666667,30960.0,5700.0,1.425,12450.0,7680.0,28,82.0,360.0,14970.0,0.03,8.63,56.08,52.0,60.0,-0.27,-0.04,11.75,82,100,100,43,71,100,33,2110,619,440,13080,26100,1740,120,0,45360,1.15625,0,68.0,73.0,59.0,56,53,96.0,64.0,76.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
204,2022-07-26,54.0,47.0,27.0,85.0,58.0,61.0,75.0,38.0,5.375,26280.0,6930.0,0.6,11610.0,5580.0,36,74.0,390.0,13020.0,1.42,8.72,55.47,50.0,65.0,-0.01,-0.05,12.375,83,100,100,43,71,100,26,2080,496,397,10680,25920,1080,120,0,48600,1.125,0,60.0,39.0,55.0,None,58,100.0,83.0,81.0,37.0,,,,11.0,46,112,70.51,,5922,4.98
205,2022-07-27,57.0,50.0,33.0,78.0,67.0,52.0,91.0,45.0,5.616666666666666,25920.0,5700.0,0.7083333333333334,12540.0,5130.0,42,78.0,750.0,12120.0,1.43,8.63,58.42,53.0,56.0,0.0,-0.01,12.5,83,100,100,43,71,100,26,2056,484,441,2040,32820,420,300,0,50820,1.125,0,60.0,45.0,51.0,100,67,100.0,39.0,80.0,59.0,,,,11.0,46,112,70.51,,5922,4.98
206,2022-07-28,70.0,75.0,48.0,80.0,81.0,55.0,83.0,65.0,7.383333333333334,31800.0,5220.0,1.025,17610.0,5280.0,39,84.0,540.0,15660.0,-0.22,8.62,57.69,51.0,57.0,0.16,0.11,12.625,82,100,100,43,71,98,14,2059,317,214,5820,27420,780,0,0,52380,1.125,0,62.0,67.0,55.0,None,69,91.0,66.0,80.0,29.0,,,,11.0,46,112,70.51,,5922,4.98
207,2022-07-29,51.0,47.0,32.0,42.0,58.0,51.0,97.0,41.0,5.391666666666667,26100.0,6690.0,0.6916666666666667,14100.0,2820.0,42,74.0,840.0,12960.0,1.33,8.58,57.06,51.0,56.0,-0.08,0.08,12.375,82,100,100,43,71,95,10,2054,202,169,4920,27660,480,0,0,53340,1.125,0,58.0,34.0,50.0,None,77,100.0,59.0,80.0,61.0,,,,11.0,46,112,70.51,,5922,4.98
208,2022-07-30,70.0,89.0,64.0,89.0,58.0,54.0,78.0,22.0,8.45,41280.0,10860.0,1.35,19710.0,5850.0,40,74.0,450.0,18390.0,0.62,12.08,56.37,51.0,55.0,-0.01,0.04,12.5,66,100,100,25,40,40,8,2010,165,117,2280,44220,540,0,0,39360,1.0625,0,74.0,67.0,59.0,100,89,100.0,60.0,78.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
209,2022-07-31,77.0,87.0,86.0,58.0,86.0,58.0,81.0,63.0,8.25,34620.0,4920.0,1.8166666666666667,19320.0,3840.0,35,86.0,480.0,17520.0,-0.65,8.97,54.19,50.0,61.0,0.02,0.03,12.375,50,100,100,1,1,3,36,2077,752,604,6000,33780,1980,0,0,44640,1.125,0,80.0,80.0,67.0,None,92,100.0,88.0,81.0,87.0,,,,11.0,46,112,70.51,,5922,4.98
210,2022-08-01,65.0,54.0,53.0,76.0,69.0,72.0,89.0,62.0,5.875,26940.0,5790.0,1.125,12060.0,5040.0,35,79.0,1140.0,13230.0,0.57,8.05,55.1,52.0,56.0,-0.04,0.03,12.0,75,100,100,25,40,95,727,2858,916,12235,8460,25560,2880,6960,0,42540,1.5625,0,74.0,58.0,64.0,None,98,100.0,70.0,80.0,96.0,,,,11.0,46,112,70.51,,5922,4.98
211,2022-08-02,52.0,54.0,41.0,53.0,58.0,59.0,48.0,43.0,5.858333333333333,28500.0,7410.0,0.8833333333333333,14400.0,3510.0,37,74.0,2010.0,15090.0,0.67,8.58,57.29,53.0,62.0,-0.09,0,12.25,82,100,100,43,71,98,556,2647,96,9716,3540,24000,120,6240,0,52500,1.4375,0,64.0,35.0,60.0,None,94,100.0,62.0,82.0,67.0,,,,11.0,46,112,70.51,,5922,4.98
212,2022-08-03,46.0,41.0,20.0,50.0,55.0,54.0,67.0,39.0,4.95,24540.0,6720.0,0.425,12960.0,3330.0,38,73.0,180.0,11580.0,1.78,8.6,56.85,52.0,53.0,-0.21,-0.08,12.625,82,100,100,43,71,97,28,2071,614,438,4020,32760,840,300,0,48480,1.125,0,61.0,24.0,53.0,None,94,98.0,54.0,79.0,84.0,,,,11.0,46,112,70.51,,5922,4.98
213,2022-08-04,74.0,79.0,67.0,72.0,98.0,58.0,70.0,72.0,7.7,29820.0,2100.0,1.4166666666666667,17880.0,4740.0,42,93.0,270.0,14820.0,-0.2,8.08,55.25,51.0,61.0,-0.07,-0.09,11.875,82,100,100,43,71,96,6,2055,126,99,3840,23880,240,0,0,58440,1.125,0,78.0,74.0,58.0,None,98,100.0,82.0,82.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
214,2022-08-05,52.0,48.0,31.0,53.0,76.0,49.0,75.0,42.0,5.45,23880.0,4260.0,0.6833333333333333,13620.0,3540.0,48,82.0,390.0,11790.0,1.62,8.25,58.1,53.0,64.0,-0.14,-0.09,13.125,82,100,100,43,71,95,21,2081,454,248,7860,26820,780,120,0,50820,1.125,0,65.0,35.0,52.0,None,98,100.0,73.0,85.0,71.0,,,,11.0,46,112,70.51,,5922,4.98
215,2022-08-06,75.0,90.0,64.0,98.0,81.0,54.0,91.0,20.0,8.483333333333333,36180.0,5640.0,1.3583333333333334,17820.0,7830.0,46,84.0,750.0,17490.0,1.02,11.07,54.92,51.0,63.0,0.08,0,12.125,81,100,100,43,71,88,166,2200,251,2945,3840,35520,480,1860,0,44700,1.1875,0,82.0,76.0,61.0,100,91,98.0,91.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
216,2022-08-07,58.0,55.0,53.0,66.0,65.0,64.0,64.0,39.0,5.95,27900.0,6480.0,1.125,12990.0,4380.0,35,77.0,150.0,12420.0,1.55,9.3,54.94,50.0,60.0,0.04,0.05,12.625,68,70,60,43,71,61,142,2294,3122,2277,36360,36300,8220,240,0,5280,1.21875,3,72.0,46.0,57.0,None,91,100.0,100.0,86.0,67.0,,,,11.0,46,112,70.51,,5922,4.98
217,2022-08-08,51.0,55.0,44.0,66.0,34.0,63.0,81.0,3.0,5.916666666666667,33300.0,12000.0,0.9333333333333333,13590.0,4350.0,36,64.0,480.0,13650.0,3.85,13.1,53.31,49.0,62.0,0.17,0.13,12.375,66,100,100,25,40,39,85,2131,1831,1456,10440,43920,4680,60,0,27300,1.125,0,72.0,33.0,56.0,86,89,91.0,100.0,86.0,79.0,,,,11.0,46,112,70.51,,5922,4.98
218,2022-08-09,73.0,95.0,75.0,69.0,79.0,55.0,78.0,16.0,8.825,38400.0,6630.0,1.5833333333333333,21540.0,4530.0,43,83.0,450.0,19710.0,0.85,11.52,53.79,49.0,64.0,0.21,0.19,12.0,54,100,100,1,1,27,8,2021,149,119,2220,39480,480,0,0,44220,1.09375,0,83.0,73.0,66.0,None,88,87.0,100.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
219,2022-08-10,63.0,73.0,51.0,73.0,58.0,53.0,67.0,49.0,7.258333333333334,35280.0,9150.0,1.075,17460.0,4800.0,39,74.0,180.0,15540.0,0.37,10.17,53.67,47.0,64.0,0.26,0.26,12.0,53,100,100,1,1,20,10,2050,249,132,3060,34080,540,0,0,48720,1.09375,0,78.0,55.0,69.0,100,83,82.0,96.0,88.0,68.0,,,,11.0,46,112,70.51,,5922,4.98
220,2022-08-11,68.0,77.0,73.0,52.0,69.0,61.0,94.0,33.0,7.533333333333333,34440.0,7320.0,1.55,18060.0,3480.0,37,79.0,990.0,17490.0,0.35,9.92,52.43,48.0,62.0,0.38,0.35,12.5,52,100,100,1,1,11,13,2042,303,137,11520,36000,1020,0,0,37860,1.09375,0,81.0,64.0,72.0,None,87,72.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
221,2022-08-12,58.0,60.0,68.0,33.0,72.0,57.0,86.0,23.0,6.341666666666667,28500.0,5670.0,1.45,15330.0,2280.0,44,80.0,1170.0,13650.0,1.85,9.77,51.44,46.0,57.0,-0.17,0.19,12.5,51,100,100,1,1,5,1,2049,37,0,3120,24420,120,0,0,58740,1.125,0,72.0,46.0,69.0,None,85,99.0,93.0,87.0,55.0,,,,11.0,46,112,70.51,,5922,4.98
222,2022-08-13,56.0,57.0,60.0,74.0,72.0,52.0,64.0,11.0,6.066666666666666,27420.0,5580.0,1.2833333333333334,12300.0,4920.0,42,80.0,120.0,13230.0,3.1,10.72,52.75,48.0,59.0,0.37,0.22,12.875,50,100,100,1,1,1,8,2041,201,117,11100,32040,480,0,0,42780,1.09375,0,77.0,42.0,66.0,None,85,73.0,100.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
223,2022-08-14,64.0,66.0,67.0,97.0,72.0,59.0,78.0,10.0,6.783333333333333,30360.0,5940.0,1.4083333333333334,12090.0,7260.0,40,80.0,450.0,14370.0,2.95,11.38,54.19,50.0,56.0,-0.01,0.18,12.75,50,100,100,1,1,3,39,2101,776,530,17760,32580,1980,180,0,33900,1.125,0,79.0,56.0,65.0,100,79,100.0,93.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
224,2022-08-15,63.0,75.0,60.0,82.0,74.0,49.0,70.0,7.0,7.425,33060.0,6330.0,1.2666666666666666,16770.0,5400.0,44,81.0,270.0,15420.0,2.9,12.08,53.86,48.0,58.0,0.13,0.19,12.375,51,100,100,1,1,5,21,2057,459,248,5820,37020,1080,120,0,42360,1.09375,0,78.0,55.0,68.0,94,82,94.0,100.0,85.0,75.0,,,,11.0,46,112,70.51,,5922,4.98
225,2022-08-16,63.0,81.0,61.0,52.0,72.0,52.0,70.0,17.0,7.816666666666666,35280.0,7140.0,1.2916666666666667,20010.0,3480.0,46,80.0,240.0,16470.0,1.63,11.43,54.4,48.0,58.0,-0.04,0.1,11.75,51,100,100,1,1,8,25,2064,419,351,7260,33120,840,120,0,45060,1.125,0,76.0,55.0,72.0,None,81,100.0,100.0,84.0,67.0,,,,11.0,46,112,70.51,,5922,4.98
