,Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Unnamed: 1,Unnamed: 2,Basal Body Temperature (degF),Flights Climbed (count),Heart Rate [Min] (count/min),Heart Rate [Max] (count/min),Heart Rate [Avg] (count/min),Heart Rate Variability (ms),Step Count (count),Walking + Running Distance (mi) 
45,2022-02-13,57.0,58.0,39.0,67.0,74.0,53.0,75.0,30.0,6.175,27600.0,5370.0,0.825,14820.0,4440.0,44,81.0,1410.0,13200.0,1.63,9.3,55.78,52.0,57.0,0.08,0.34,12.25,71,100,100,25,40,72,37,2095,742,579,7860,30060,2520,0,0,45960,1.125,0,70.0,48.0,61.0,100,100,98.0,56.0,65.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
46,2022-02-14,59.0,55.0,65.0,74.0,62.0,56.0,64.0,46.0,5.908333333333333,28080.0,6810.0,1.3833333333333333,11370.0,4920.0,42,76.0,1680.0,13950.0,0.9,8.7,52.97,47.0,60.0,0.02,0.28,11.875,69,100,100,25,40,57,13,2048,234,203,2340,29580,240,120,0,54120,1.09375,0,73.0,51.0,56.0,100,96,100.0,84.0,67.0,88.0,,,,11.0,46,112,70.51,,5922,4.98
47,2022-02-15,64.0,68.0,75.0,45.0,60.0,50.0,91.0,57.0,6.883333333333334,33120.0,8340.0,1.5833333333333333,16080.0,3000.0,46,75.0,1050.0,15660.0,0.05,9.25,51.54,47.0,58.0,-0.17,0.1,12.125,66,100,100,25,40,38,43,2102,941,647,5040,29760,3240,0,0,48360,1.125,0,69.0,59.0,56.0,None,96,99.0,93.0,69.0,56.0,,,,11.0,46,112,70.51,,5922,4.98
48,2022-02-16,61.0,57.0,43.0,75.0,72.0,57.0,89.0,42.0,6.1,27420.0,5460.0,0.9166666666666666,13710.0,4950.0,38,80.0,660.0,13830.0,1.05,8.67,53.99,49.0,58.0,-0.07,0.05,11.75,82,100,100,43,71,97,843,2915,351,13321,2280,32280,720,5940,0,45180,1.5625,0,63.0,54.0,53.0,None,100,100.0,75.0,70.0,38.0,,,,11.0,46,112,70.51,,5922,4.98
49,2022-02-17,75.0,78.0,93.0,89.0,69.0,54.0,75.0,68.0,7.641666666666667,34860.0,7350.0,1.9583333333333333,14610.0,5850.0,39,79.0,360.0,16650.0,-0.6,9.08,55.71,50.0,49.0,-0.2,0,11.875,75,100,100,25,40,96,227,2319,4745,4114,12480,31020,5700,1560,60,35580,1.25,0,69.0,77.0,58.0,None,97,98.0,40.0,66.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
50,2022-02-18,62.0,67.0,68.0,78.0,58.0,53.0,67.0,32.0,6.8,33120.0,8640.0,1.4333333333333333,14160.0,5160.0,41,74.0,1590.0,15600.0,0.9,10.1,55.38,50.0,53.0,-0.15,-0.01,12.375,82,100,100,43,71,98,536,2649,912,8226,11280,33960,2940,2220,1380,34620,1.4375,0,70.0,56.0,58.0,94,97,100.0,59.0,66.0,90.0,,,,11.0,46,112,70.51,,5922,4.98
51,2022-02-19,54.0,63.0,56.0,56.0,55.0,49.0,35.0,41.0,6.491666666666666,31800.0,8430.0,1.1833333333333333,15390.0,3720.0,49,73.0,2340.0,16050.0,0.47,9.3,55.5,49.0,66.0,0.1,0.07,12.0,82,100,100,43,71,97,60,2149,1157,836,12300,31800,3900,60,0,38340,1.15625,0,61.0,43.0,58.0,None,96,96.0,78.0,72.0,16.0,,,,11.0,46,112,70.51,,5922,4.98
52,2022-02-20,64.0,68.0,47.0,96.0,62.0,52.0,78.0,41.0,6.9,32700.0,7860.0,1.0,14370.0,6870.0,43,76.0,450.0,14190.0,0.98,10.07,51.19,47.0,73.0,-0.16,0.08,12.5,82,99,100,43,71,96,117,2252,2439,1597,18780,32940,8340,240,0,26100,1.21875,0,75.0,59.0,59.0,None,98,100.0,78.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
53,2022-02-21,54.0,56.0,32.0,64.0,60.0,52.0,67.0,46.0,6.05,28860.0,7080.0,0.6916666666666667,15060.0,4230.0,40,75.0,180.0,14820.0,0.65,8.67,51.81,47.0,60.0,-0.16,0.04,12.125,81,100,95,43,71,89,22,2085,514,270,9000,28320,1380,60,0,47640,1.125,1,73.0,43.0,56.0,97,98,99.0,100.0,81.0,54.0,,,,11.0,46,112,70.51,,5922,4.98
54,2022-02-22,60.0,68.0,58.0,44.0,67.0,55.0,70.0,42.0,6.9,31860.0,7020.0,1.2333333333333334,17490.0,2910.0,40,78.0,1530.0,16080.0,0.45,9.3,52.55,48.0,53.0,-0.24,-0.02,12.0,76,100,100,43,71,58,73,2144,1562,1029,10560,36060,5040,0,0,34740,1.15625,0,73.0,53.0,57.0,None,100,97.0,86.0,79.0,84.0,,,,11.0,46,112,70.51,,5922,4.98
55,2022-02-23,68.0,71.0,41.0,72.0,62.0,63.0,89.0,70.0,7.1,33420.0,7860.0,0.875,17670.0,4740.0,33,76.0,660.0,16950.0,-0.75,8.53,51.55,47.0,64.0,0.14,0.09,12.125,67,100,100,25,40,46,173,2281,4009,3023,9300,24360,3540,1740,0,47460,1.25,0,80.0,66.0,59.0,100,95,93.0,95.0,83.0,87.0,,,,11.0,46,112,70.51,,5922,4.98
56,2022-02-24,59.0,62.0,62.0,54.0,69.0,54.0,83.0,23.0,6.441666666666666,29520.0,6330.0,1.3083333333333333,14880.0,3600.0,43,79.0,570.0,14160.0,1.65,9.85,51.65,47.0,62.0,-0.18,0.1,12.5,65,100,100,25,40,34,94,2215,2031,1265,17760,31980,6540,60,0,30060,1.1875,0,78.0,51.0,58.0,100,98,99.0,86.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
57,2022-02-25,57.0,60.0,49.0,60.0,55.0,43.0,78.0,49.0,6.291666666666667,31140.0,8490.0,1.0416666666666667,14940.0,3960.0,51,73.0,420.0,14430.0,0.67,9.32,65.43,57.0,41.0,1.36,0.67,14.0,54,97,100,1,1,28,133,2236,2739,2331,20640,32160,5760,420,0,27420,1.21875,0,37.0,48.0,56.0,100,95,1.0,6.0,73.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
58,2022-02-26,60.0,79.0,71.0,49.0,53.0,60.0,24.0,35.0,7.658333333333333,38160.0,10590.0,1.4916666666666667,18930.0,3270.0,37,72.0,2580.0,20550.0,-0.57,10.03,54.32,47.0,58.0,0.52,0.89,12.375,51,77,100,1,1,27,112,2238,2458,1955,21900,21960,5880,240,0,36420,1.21875,0,72.0,53.0,62.0,None,96,60.0,96.0,74.0,71.0,,,,11.0,46,112,70.51,,5922,4.98
59,2022-02-28,62.0,62.0,42.0,64.0,62.0,58.0,89.0,59.0,6.475,30480.0,7170.0,0.9,15810.0,4260.0,35,76.0,1140.0,15270.0,0.08,8.55,49.13,45.0,64.0,0.07,0.69,12.375,52,100,100,1,1,15,35,2095,670,486,5340,28680,1920,60,0,50400,1.125,0,75.0,56.0,60.0,100,93,99.0,100.0,78.0,57.0,,,,11.0,46,112,70.51,,5922,4.98
60,2022-03-01,65.0,75.0,38.0,67.0,69.0,53.0,86.0,43.0,7.375,33720.0,7170.0,0.8083333333333333,19230.0,4410.0,41,79.0,630.0,16110.0,0.38,9.75,50.68,46.0,63.0,-0.21,0.23,12.375,52,100,100,1,1,12,82,2167,1693,1274,7320,28020,4980,120,0,45960,1.1875,0,80.0,61.0,64.0,None,95,98.0,100.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
61,2022-03-02,54.0,56.0,30.0,79.0,72.0,45.0,72.0,27.0,6.008333333333334,27120.0,5490.0,0.6416666666666667,14100.0,5220.0,49,80.0,300.0,12900.0,1.83,9.37,50.89,47.0,62.0,-0.28,0,11.75,51,100,100,1,1,7,48,2121,1033,640,5520,30120,3360,60,0,47340,1.15625,0,73.0,43.0,60.0,None,94,95.0,86.0,83.0,93.0,,,,11.0,46,112,70.51,,5922,4.98
62,2022-03-03,66.0,71.0,79.0,71.0,62.0,53.0,72.0,47.0,7.075,33600.0,8130.0,1.6666666666666667,14820.0,4650.0,46,76.0,330.0,15180.0,0.52,9.85,53.39,49.0,63.0,-0.15,-0.03,12.25,63,100,100,1,40,59,389,2455,591,5605,5580,32100,2520,60,1440,44700,1.3125,0,74.0,62.0,61.0,None,94,100.0,86.0,85.0,73.0,,,,11.0,46,112,70.51,,5922,4.98
63,2022-03-04,66.0,76.0,61.0,58.0,81.0,48.0,83.0,34.0,7.483333333333333,31920.0,4980.0,1.2916666666666667,18480.0,3810.0,44,84.0,570.0,15600.0,0.83,9.7,55.54,50.0,58.0,0.05,0.07,11.75,61,91,100,1,40,57,194,2415,3921,2526,25320,29940,14280,240,0,16620,1.3125,0,74.0,62.0,65.0,None,95,100.0,60.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
64,2022-03-05,55.0,62.0,54.0,39.0,65.0,43.0,75.0,31.0,6.433333333333334,30240.0,7080.0,1.15,16410.0,2610.0,50,77.0,390.0,15000.0,1.1,9.5,55.48,51.0,60.0,-0.01,0.16,12.625,62,100,100,1,40,51,53,2094,1150,945,4560,37440,2880,0,0,41520,1.125,0,72.0,45.0,63.0,94,95,100.0,52.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
65,2022-03-06,77.0,83.0,76.0,89.0,62.0,60.0,86.0,75.0,7.983333333333333,37740.0,9000.0,1.6,17130.0,5850.0,38,76.0,600.0,17670.0,-1.12,9.37,54.91,49.0,61.0,0.14,0.23,11.875,61,100,100,1,40,43,16,2060,332,233,3240,30720,960,0,0,51480,1.125,0,82.0,80.0,69.0,None,95,93.0,80.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
66,2022-03-07,54.0,56.0,40.0,52.0,51.0,48.0,70.0,55.0,6.025,30360.0,8670.0,0.8583333333333333,15120.0,3480.0,45,71.0,270.0,15450.0,0.17,8.6,52.06,44.0,60.0,-0.05,0.2,12.875,78,100,100,25,71,96,646,2703,215,9545,1080,29040,300,60,2880,53040,1.46875,0,73.0,42.0,64.0,None,95,100.0,80.0,85.0,88.0,,,,11.0,46,112,70.51,,5922,4.98
67,2022-03-08,61.0,62.0,33.0,52.0,72.0,54.0,97.0,59.0,6.483333333333333,29340.0,6000.0,0.7166666666666667,17280.0,3480.0,43,80.0,840.0,14250.0,0.38,8.53,53.13,49.0,61.0,-0.33,0.04,12.0,78,100,100,25,71,95,31,2097,671,496,9060,27960,1740,60,0,47580,1.125,0,71.0,54.0,62.0,None,95,94.0,80.0,85.0,59.0,,,,11.0,46,112,70.51,,5922,4.98
68,2022-03-09,63.0,64.0,76.0,57.0,72.0,47.0,81.0,51.0,6.575,29640.0,5970.0,1.6,14130.0,3780.0,46,80.0,480.0,15390.0,0.32,8.55,52.67,47.0,57.0,-0.05,0,11.875,76,100,100,25,71,85,42,2087,835,629,9360,33360,1800,300,0,41580,1.125,0,76.0,57.0,61.0,100,91,100.0,98.0,84.0,57.0,,,,11.0,46,112,70.51,,5922,4.98
69,2022-03-10,67.0,71.0,63.0,79.0,58.0,51.0,78.0,69.0,7.125,34560.0,8910.0,1.3333333333333333,15630.0,5220.0,42,74.0,450.0,14730.0,-0.1,9.5,51.38,47.0,53.0,-0.1,0.03,12.125,72,100,100,25,40,75,217,2347,4641,3768,8280,26760,9960,780,0,40620,1.28125,0,78.0,64.0,63.0,None,95,100.0,89.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
70,2022-03-11,41.0,23.0,14.0,49.0,58.0,53.0,64.0,62.0,3.4,16620.0,4380.0,0.3,7890.0,3270.0,39,74.0,1680.0,8790.0,1.8,6.42,52.56,49.0,54.0,-0.26,0,11.625,69,100,100,25,40,61,40,2126,645,628,2460,13920,1380,240,0,68400,1.1875,0,54.0,21.0,44.0,None,96,96.0,89.0,78.0,1.0,,,,11.0,46,112,70.51,,5922,4.98
71,2022-03-13,59.0,61.0,39.0,88.0,58.0,58.0,86.0,16.0,6.358333333333333,30840.0,7950.0,0.8333333333333334,14070.0,5820.0,40,74.0,630.0,13560.0,2.55,11.12,51.66,48.0,54.0,-0.35,-0.17,12.25,64,100,100,25,40,26,20,2040,419,330,7740,39300,1260,0,0,38100,1.09375,0,63.0,51.0,24.0,None,88,93.0,90.0,72.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
72,2022-03-14,65.0,63.0,45.0,72.0,72.0,58.0,97.0,61.0,6.558333333333334,29460.0,5850.0,0.9666666666666667,15420.0,4710.0,39,80.0,930.0,14160.0,0.35,8.53,51.28,45.0,61.0,0.19,0,12.375,52,100,100,1,1,12,33,2073,646,563,5040,32940,1620,120,0,46680,1.125,0,61.0,60.0,28.0,None,87,89.0,100.0,74.0,39.0,,,,11.0,46,112,70.51,,5922,4.98
73,2022-03-15,61.0,98.0,96.0,32.0,46.0,48.0,1.0,22.0,9.175,48120.0,15090.0,2.0833333333333335,23340.0,2190.0,45,69.0,7650.0,26700.0,-1.75,11.62,51.14,45.0,51.0,0.31,0.26,12.375,52,100,100,1,1,11,49,2079,982,732,3780,40680,2640,180,0,39120,1.125,0,65.0,54.0,45.0,None,93,79.0,100.0,71.0,45.0,,,,11.0,46,112,70.51,,5922,4.98
74,2022-03-16,51.0,59.0,24.0,64.0,44.0,54.0,35.0,56.0,6.208333333333333,32760.0,10410.0,0.525,16200.0,4260.0,40,68.0,2340.0,16590.0,-0.17,8.93,49.55,45.0,58.0,0.17,0.37,11.75,52,100,100,1,1,10,39,2105,833,648,9360,28020,1860,180,0,46980,1.15625,0,68.0,37.0,46.0,None,92,90.0,100.0,73.0,87.0,,,,11.0,46,112,70.51,,5922,4.98
75,2022-03-17,68.0,82.0,83.0,75.0,69.0,53.0,64.0,21.0,7.916666666666667,36000.0,7500.0,1.75,17250.0,4950.0,40,79.0,150.0,17760.0,0.9,10.9,51.92,47.0,47.0,0.1,0.32,12.375,51,100,100,1,1,8,48,2098,1004,651,5640,37920,3600,60,0,39180,1.125,0,74.0,65.0,55.0,100,87,96.0,78.0,67.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
76,2022-03-18,65.0,67.0,54.0,92.0,60.0,63.0,67.0,47.0,6.808333333333334,32640.0,8130.0,1.15,14310.0,6060.0,35,75.0,180.0,14700.0,0.67,9.73,49.63,45.0,65.0,-0.03,0.21,12.0,52,89,100,1,1,21,175,2328,3785,2854,27900,26940,8280,960,0,22320,1.25,0,76.0,60.0,58.0,None,91,100.0,100.0,74.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
77,2022-03-21,69.0,76.0,68.0,68.0,76.0,62.0,75.0,47.0,7.475,32940.0,6030.0,1.45,17190.0,4500.0,34,82.0,390.0,16650.0,0.1,9.25,52.69,48.0,49.0,0.03,0.17,11.75,74,100,100,25,40,99,37,2120,690,534,11820,29280,2280,60,0,42960,1.15625,0,74.0,67.0,67.0,None,85,100.0,78.0,67.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
78,2022-03-22,63.0,65.0,70.0,81.0,55.0,50.0,81.0,40.0,6.675,33060.0,9030.0,1.475,13410.0,5310.0,42,73.0,480.0,15930.0,0.53,9.72,50.7,46.0,47.0,0.02,0.16,12.0,72,85,95,25,40,99,211,2329,4885,3756,25860,29760,5100,1860,0,23820,1.25,1,75.0,57.0,66.0,None,89,100.0,95.0,62.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
79,2022-03-23,53.0,39.0,35.0,62.0,79.0,53.0,72.0,63.0,4.8,20700.0,3420.0,0.7583333333333333,10440.0,4110.0,39,83.0,330.0,10260.0,1.37,7.12,48.85,46.0,54.0,-0.19,0.09,11.75,83,100,100,43,71,100,2252,4525,423,42384,5460,25080,6960,26880,0,22020,2.4375,0,68.0,41.0,53.0,91,89,99.0,100.0,64.0,59.0,,,,11.0,46,112,70.51,,5922,4.98
80,2022-03-24,64.0,51.0,18.0,97.0,60.0,88.0,70.0,85.0,5.625,27000.0,6750.0,0.4,11310.0,7500.0,33,75.0,240.0,13320.0,-0.23,7.27,49.17,45.0,52.0,-0.32,-0.04,11.375,90,100,100,60,96,100,555,2695,5583,9842,14340,28560,7320,4560,60,31560,1.46875,0,54.0,59.0,47.0,26,1,94.0,98.0,64.0,59.0,,,,11.0,46,112,70.51,,5922,4.98
82,2022-03-26,74.0,85.0,77.0,59.0,67.0,54.0,81.0,72.0,8.166666666666666,37620.0,8220.0,1.625,19650.0,3900.0,40,78.0,480.0,17820.0,-1.05,9.4,57.42,53.0,48.0,0.31,0.03,11.75,91,100,100,78,96,100,16,2046,358,230,4020,36540,720,60,0,45060,1.09375,0,55.0,75.0,44.0,54,16,79.0,41.0,65.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
83,2022-03-27,71.0,72.0,54.0,93.0,69.0,51.0,83.0,79.0,7.183333333333334,32640.0,6780.0,1.1416666666666666,15660.0,6090.0,43,79.0,1260.0,16410.0,-0.9,8.17,60.1,55.0,57.0,0.58,0.41,11.875,87,100,100,60,71,99,13,2041,217,190,2880,32700,360,60,0,50400,1.09375,0,48.0,70.0,49.0,None,33,55.0,1.0,69.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
84,2022-03-28,77.0,87.0,98.0,74.0,69.0,53.0,72.0,74.0,8.258333333333333,37500.0,7770.0,2.275,16620.0,4920.0,39,79.0,330.0,17910.0,-1.15,9.27,54.73,49.0,57.0,0.03,0.45,12.0,86,100,100,60,71,96,30,2089,671,372,8760,32700,2520,0,0,42420,1.125,0,74.0,80.0,59.0,100,49,100.0,79.0,72.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
85,2022-03-29,73.0,74.0,65.0,98.0,65.0,60.0,89.0,59.0,7.358333333333333,34380.0,7890.0,1.3833333333333333,13800.0,7710.0,37,77.0,660.0,15750.0,-0.05,9.5,55.63,51.0,58.0,0.01,0.28,11.75,81,100,100,60,71,62,31,2065,587,568,3480,34920,1500,0,0,46500,1.125,0,70.0,73.0,63.0,None,56,100.0,61.0,75.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
86,2022-03-30,65.0,65.0,40.0,64.0,58.0,54.0,94.0,80.0,6.683333333333334,32340.0,8280.0,0.8666666666666667,16680.0,4260.0,42,74.0,810.0,14970.0,-0.53,8.45,56.86,50.0,57.0,0.07,0.19,12.5,68,100,100,43,40,23,36,2090,671,552,7500,32700,1980,120,0,44100,1.125,0,70.0,60.0,64.0,100,71,99.0,44.0,77.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
87,2022-03-31,74.0,76.0,72.0,86.0,58.0,61.0,86.0,84.0,7.458333333333333,36360.0,9510.0,1.5333333333333334,15720.0,5610.0,34,74.0,600.0,15600.0,-0.82,9.28,52.49,48.0,57.0,0.06,0.2,11.875,58,100,100,25,1,8,56,2122,1218,794,6840,32280,4020,60,0,43200,1.15625,0,81.0,75.0,69.0,None,77,100.0,99.0,78.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
88,2022-04-01,65.0,70.0,61.0,90.0,58.0,57.0,64.0,48.0,7.066666666666666,34380.0,8940.0,1.2916666666666667,14850.0,5940.0,37,74.0,150.0,15810.0,0.3,9.85,52.65,48.0,61.0,-0.12,0.14,12.625,51,100,100,1,1,3,3,2028,79,8,1920,34140,240,0,0,50100,1.09375,0,77.0,60.0,70.0,None,84,100.0,81.0,82.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
89,2022-04-02,63.0,72.0,49.0,70.0,55.0,49.0,72.0,53.0,7.208333333333333,35400.0,9450.0,1.05,17580.0,4590.0,44,73.0,330.0,15300.0,0.3,10.13,53.08,48.0,54.0,0.0,0.11,12.625,51,100,100,1,1,4,53,2126,1030,614,11940,32820,4020,60,0,37560,1.15625,0,74.0,57.0,71.0,None,89,100.0,72.0,81.0,87.0,,,,11.0,46,112,70.51,,5922,4.98
90,2022-04-03,75.0,81.0,85.0,93.0,76.0,79.0,64.0,24.0,7.825,34320.0,6150.0,1.7916666666666667,15600.0,6120.0,40,82.0,150.0,16500.0,0.92,10.45,53.76,48.0,60.0,0.1,0.17,11.75,51,100,100,1,1,5,25,2073,538,298,9720,36360,900,120,0,39300,1.125,0,82.0,77.0,75.0,None,94,97.0,90.0,84.0,77.0,,,,11.0,46,112,70.51,,5922,4.98
91,2022-04-04,71.0,68.0,59.0,74.0,62.0,86.0,99.0,51.0,6.883333333333334,32700.0,7920.0,1.25,15390.0,4890.0,37,76.0,900.0,16080.0,0.15,9.23,54.31,49.0,59.0,0.16,0.26,12.25,62,100,100,1,40,54,340,2390,404,4967,1200,29880,960,60,1380,52920,1.28125,0,76.0,70.0,74.0,None,99,91.0,81.0,85.0,43.0,,,,11.0,46,112,70.51,,5922,4.98
92,2022-04-05,67.0,72.0,56.0,82.0,67.0,54.0,91.0,42.0,7.166666666666667,33060.0,7260.0,1.1916666666666667,16140.0,5370.0,40,78.0,1080.0,16620.0,0.28,9.47,52.43,47.0,54.0,-0.04,0.23,11.875,62,100,100,1,40,50,8,2039,179,104,1860,33780,660,0,0,50100,1.09375,0,81.0,63.0,75.0,None,96,100.0,90.0,83.0,90.0,,,,11.0,46,112,70.51,,5922,4.98
93,2022-04-06,62.0,65.0,35.0,93.0,60.0,58.0,70.0,53.0,6.708333333333333,32040.0,7890.0,0.7416666666666667,15390.0,6090.0,35,75.0,270.0,16530.0,-0.05,8.85,51.64,47.0,59.0,-0.14,0.12,12.0,61,100,100,1,40,45,16,2055,265,333,660,28920,720,0,0,56100,1.125,0,77.0,55.0,73.0,None,93,100.0,90.0,85.0,71.0,,,,11.0,46,112,70.51,,5922,4.98
94,2022-04-07,63.0,79.0,68.0,51.0,62.0,52.0,70.0,21.0,7.683333333333334,36240.0,8580.0,1.425,19140.0,3390.0,42,76.0,270.0,18150.0,0.77,10.83,53.74,48.0,56.0,0.07,0.12,12.875,60,100,100,1,40,39,21,2049,370,364,2520,34500,840,60,0,48480,1.09375,0,77.0,57.0,76.0,None,91,99.0,90.0,84.0,69.0,,,,11.0,46,112,70.51,,5922,4.98
95,2022-04-08,67.0,69.0,54.0,93.0,76.0,51.0,97.0,31.0,6.991666666666666,30720.0,5550.0,1.1416666666666666,14940.0,6120.0,43,82.0,840.0,15090.0,1.07,9.6,55.25,48.0,61.0,-0.04,0.13,11.875,59,100,100,1,40,30,6,2043,139,51,3360,31500,540,0,0,51000,1.09375,0,73.0,63.0,75.0,None,90,100.0,72.0,86.0,52.0,,,,11.0,46,112,70.51,,5922,4.98
96,2022-04-09,59.0,70.0,49.0,55.0,72.0,47.0,67.0,30.0,7.025,31620.0,6330.0,1.05,17850.0,3660.0,47,80.0,210.0,15750.0,0.92,9.7,56.52,51.0,59.0,0.15,0.21,12.5,57,100,100,1,40,19,29,2102,603,341,6660,27540,2160,0,0,50040,1.15625,0,68.0,50.0,74.0,None,90,92.0,54.0,86.0,56.0,,,,11.0,46,112,70.51,,5922,4.98
97,2022-04-10,72.0,79.0,93.0,100.0,74.0,62.0,72.0,16.0,7.658333333333333,34080.0,6510.0,1.9666666666666666,11730.0,8760.0,37,81.0,330.0,15690.0,1.93,11.4,54.17,48.0,60.0,0.05,0.23,12.25,55,100,100,1,40,9,6,2023,133,63,2160,38520,480,0,0,45240,1.09375,0,81.0,72.0,76.0,None,90,100.0,100.0,86.0,65.0,,,,11.0,46,112,70.51,,5922,4.98
98,2022-04-11,52.0,57.0,23.0,64.0,65.0,55.0,37.0,51.0,6.083333333333333,28320.0,6420.0,0.5083333333333333,15840.0,4230.0,37,77.0,2250.0,14520.0,0.58,8.45,54.69,48.0,64.0,-0.01,0.21,12.25,50,100,100,1,1,1,2,2040,29,4,1320,27420,180,0,0,57480,1.09375,0,70.0,38.0,70.0,None,88,100.0,91.0,87.0,43.0,,,,11.0,46,112,70.51,,5922,4.98
99,2022-04-12,66.0,68.0,65.0,97.0,51.0,66.0,72.0,40.0,6.866666666666666,34920.0,10200.0,1.375,12300.0,7470.0,34,71.0,330.0,15150.0,0.77,10.47,52.74,49.0,61.0,-0.06,0.14,12.625,50,100,100,1,1,2,23,2060,458,330,5220,34560,900,120,0,45600,1.125,0,77.0,62.0,69.0,None,89,100.0,73.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
100,2022-04-13,64.0,65.0,33.0,92.0,58.0,64.0,94.0,40.0,6.666666666666667,32400.0,8400.0,0.7166666666666667,15390.0,6030.0,32,74.0,780.0,15600.0,0.63,9.63,53.58,49.0,63.0,0.0,0.13,12.5,55,100,100,1,1,33,181,2234,335,2867,4140,33180,1200,1320,0,46560,1.21875,0,72.0,58.0,67.0,None,89,100.0,82.0,88.0,49.0,,,,11.0,46,112,70.51,,5922,4.98
101,2022-04-14,74.0,80.0,86.0,96.0,69.0,56.0,75.0,47.0,7.775,35640.0,7650.0,1.8083333333333333,14700.0,6780.0,37,79.0,360.0,16230.0,0.22,10.12,52.38,48.0,59.0,-0.16,0.08,12.0,55,100,100,1,1,31,23,2104,510,148,7500,28980,1920,0,0,48000,1.15625,0,83.0,75.0,70.0,None,89,99.0,91.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
102,2022-04-15,64.0,70.0,64.0,90.0,76.0,50.0,72.0,19.0,7.058333333333334,30960.0,5550.0,1.35,14640.0,5910.0,45,82.0,300.0,15030.0,1.8,10.4,56.12,51.0,57.0,0.05,0.11,12.25,54,100,100,1,1,29,6,2037,113,87,1680,31680,180,60,0,52800,1.09375,0,75.0,58.0,70.0,None,89,100.0,64.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
103,2022-04-16,70.0,77.0,74.0,77.0,81.0,59.0,94.0,20.0,7.558333333333334,32280.0,5070.0,1.5583333333333333,16530.0,5070.0,34,84.0,810.0,15600.0,1.53,10.5,56.31,52.0,56.0,0.02,0.15,12.0,54,100,100,1,1,25,5,2035,128,41,4980,33960,360,0,0,47100,1.09375,0,78.0,68.0,73.0,100,83,100.0,65.0,87.0,88.0,,,,11.0,46,112,70.51,,5922,4.98
104,2022-04-17,60.0,70.0,42.0,66.0,46.0,59.0,86.0,21.0,7.016666666666667,36720.0,11460.0,0.8916666666666667,17670.0,4380.0,35,69.0,1200.0,17880.0,0.82,11.02,55.72,48.0,56.0,0.09,0.21,12.5,53,100,100,1,1,20,21,2053,345,288,3540,37020,780,120,0,44940,1.09375,0,78.0,52.0,73.0,None,88,97.0,84.0,86.0,96.0,,,,11.0,46,112,70.51,,5922,4.98
105,2022-04-18,58.0,59.0,60.0,51.0,62.0,49.0,67.0,55.0,6.216666666666667,29520.0,7140.0,1.275,14370.0,3420.0,43,76.0,1590.0,13860.0,0.6,8.8,55.45,51.0,60.0,0.01,0.2,12.125,52,100,100,1,1,12,3,2042,104,15,2820,29400,240,0,0,53940,1.09375,0,72.0,48.0,68.0,None,88,100.0,75.0,86.0,75.0,,,,11.0,46,112,70.51,,5922,4.98
